time,dir,entry,sl,tp,exit,result,R,risk_pips,bars_held,pair
2024-06-05 07:45:00,short,0.85114,0.8526240778672965,0.8481718442654069,0.85114,timeout,0.0,14.840778672965405,200,EURGBP
2024-06-07 10:30:00,short,0.85118,0.8525058042407027,0.8485283915185948,0.8485283915185948,win,2.0,13.258042407026105,42,EURGBP
2024-06-17 08:30:00,short,0.84484,0.8469010178274893,0.8407179643450216,0.84346,timeout,0.6695720830717807,20.61017827489242,200,EURGBP
2024-07-25 08:00:00,short,0.84088,0.8424113434013283,0.8378173131973433,0.8424113434013283,loss,-1.0,15.313434013283223,11,EURGBP
2024-10-11 07:00:00,short,0.83784,0.8396721168299391,0.8341757663401218,0.8341757663401218,win,2.0,18.321168299391122,192,EURGBP
2024-10-15 12:45:00,short,0.83355,0.8351504364151833,0.8303491271696335,0.8351504364151833,loss,-1.0,16.004364151832593,69,EURGBP
2024-10-21 08:30:00,short,0.83368,0.8356178947912608,0.8298042104174783,0.83092,timeout,1.4242259241557058,19.3789479126083,200,EURGBP
2024-10-31 12:15:00,short,0.83756,0.8401699376441161,0.8323401247117678,0.8401699376441161,loss,-1.0,26.099376441161002,7,EURGBP
2024-12-19 08:00:00,short,0.82404,0.8266007148088601,0.8189185703822798,0.8266007148088601,loss,-1.0,25.607148088601093,27,EURGBP
2024-12-31 07:00:00,short,0.82889,0.83102058627163,0.82462882745674,0.83102058627163,loss,-1.0,21.30586271629986,119,EURGBP
2025-04-22 07:15:00,long,0.85916,0.8559686659356038,0.8655426681287924,0.8559686659356038,loss,-1.0,31.913340643962005,55,EURGBP
2025-07-29 08:45:00,long,0.8671,0.8646628979739104,0.8719742040521792,0.8646628979739104,loss,-1.0,24.371020260895992,13,EURGBP
2025-07-29 13:45:00,long,0.86605,0.863093598922626,0.8719628021547479,0.863093598922626,loss,-1.0,29.56401077373938,82,EURGBP
2025-09-08 12:30:00,long,0.86656,0.8647208724114195,0.870238255177161,0.8647208724114195,loss,-1.0,18.391275885805136,169,EURGBP
2025-09-24 10:45:00,long,0.87278,0.8707556772549588,0.8768286454900823,0.87335,timeout,0.2815756535840183,20.243227450411627,200,EURGBP
2025-11-06 12:00:00,long,0.8815,0.8791919760486885,0.8861160479026229,0.8791919760486885,loss,-1.0,23.080239513114662,24,EURGBP
2026-07-03 07:45:00,short,0.85659,0.8583733240112568,0.8530233519774864,0.85384,timeout,1.5420641356484888,17.83324011256804,200,EURGBP
2026-07-08 07:45:00,short,0.85486,0.8562584519769598,0.8520630960460802,0.8520630960460802,win,2.0,13.984519769598691,38,EURGBP
2026-08-03 10:00:00,short,0.8565,0.8580733411328585,0.8533533177342831,0.85707,timeout,-0.36228633962196183,15.733411328584523,200,EURGBP
2026-08-13 15:45:00,short,0.85437,0.8555826985627577,0.8519446028744845,0.8555826985627577,loss,-1.0,12.126985627577413,158,EURGBP
2023-11-17 02:45:00,long,163.329,162.77135585658826,164.4442882868235,162.77135585658826,loss,-1.0,55.764414341174984,23,EURJPY
2023-11-28 06:00:00,long,162.396,161.78029675745833,163.6274064850833,161.78029675745833,loss,-1.0,61.5703242541656,69,EURJPY
2024-01-18 15:00:00,long,160.906,160.3046185837563,162.1087628324874,161.208,timeout,0.5021771405679974,60.13814162436972,200,EURJPY
2024-02-12 03:30:00,long,161.067,160.61646305431563,161.96807389136876,160.61646305431563,loss,-1.0,45.05369456843766,24,EURJPY
2024-02-14 07:30:00,long,161.101,160.61181959144469,162.07936081711063,161.791,timeout,1.410522555549109,48.91804085553133,200,EURJPY
2024-02-23 15:15:00,long,162.83,162.42239070534623,163.64521858930758,163.64521858930758,win,2.0,40.760929465378126,102,EURJPY
2024-02-28 02:45:00,long,163.063,162.65519452584797,163.87861094830401,162.65519452584797,loss,-1.0,40.78054741520134,92,EURJPY
2024-04-10 06:30:00,long,164.711,164.31183248400433,165.50933503199138,164.31183248400433,loss,-1.0,39.916751599568556,25,EURJPY
2024-05-08 06:45:00,long,166.824,166.15785864601446,168.15628270797112,167.872,timeout,1.573239664118995,66.61413539855516,200,EURJPY
2024-05-16 03:30:00,long,167.691,166.88315975151716,169.3066804969657,169.3066804969657,win,2.0,80.78402484828473,157,EURJPY
