time,open,high,low,close,volume
2023-09-10T21:00:00.000Z,2.11548,2.11939,2.11404,2.11469,695
2023-09-10T22:00:00.000Z,2.11486,2.11731,2.11427,2.11586,2052
2023-09-10T23:00:00.000Z,2.11589,2.11705,2.11467,2.11649,2151
2023-09-11T00:00:00.000Z,2.11652,2.11684,2.11461,2.11585,2955
2023-09-11T01:00:00.000Z,2.11586,2.11667,2.11487,2.11638,4624
2023-09-11T02:00:00.000Z,2.11625,2.11659,2.11417,2.11482,3331
2023-09-11T03:00:00.000Z,2.11476,2.11536,2.11288,2.11334,2254
2023-09-11T04:00:00.000Z,2.11332,2.11396,2.11008,2.11091,3560
2023-09-11T05:00:00.000Z,2.11091,2.11261,2.11009,2.11039,4582
2023-09-11T06:00:00.000Z,2.11052,2.11304,2.11041,2.11211,4540
2023-09-11T07:00:00.000Z,2.11215,2.11481,2.11117,2.11469,4553
2023-09-11T08:00:00.000Z,2.1147,2.11543,2.1134,2.11363,3629
2023-09-11T09:00:00.000Z,2.1136,2.11666,2.11296,2.11659,3788
2023-09-11T10:00:00.000Z,2.11661,2.11726,2.11525,2.11579,3040
2023-09-11T11:00:00.000Z,2.11588,2.116,2.11388,2.11498,3402
2023-09-11T12:00:00.000Z,2.11498,2.11572,2.11258,2.11516,4812
2023-09-11T13:00:00.000Z,2.11518,2.1169,2.11322,2.11563,5992
2023-09-11T14:00:00.000Z,2.11563,2.11702,2.11489,2.11556,8431
2023-09-11T15:00:00.000Z,2.11561,2.11701,2.11556,2.11634,4688
2023-09-11T16:00:00.000Z,2.11637,2.11699,2.11429,2.11469,3404
2023-09-11T17:00:00.000Z,2.11469,2.11479,2.11322,2.11363,3794
2023-09-11T18:00:00.000Z,2.11362,2.11458,2.11289,2.11419,5696
2023-09-11T19:00:00.000Z,2.11409,2.11479,2.11311,2.11348,2914
2023-09-11T20:00:00.000Z,2.11349,2.11382,2.1126,2.1129,3769
2023-09-11T21:00:00.000Z,2.1138,2.1148,2.11092,2.11306,1564
2023-09-11T22:00:00.000Z,2.11293,2.11376,2.11269,2.11355,1614
2023-09-11T23:00:00.000Z,2.11363,2.11428,2.11347,2.11428,864
2023-09-12T00:00:00.000Z,2.11434,2.11642,2.11417,2.11636,3258
2023-09-12T01:00:00.000Z,2.11638,2.11672,2.11431,2.11477,5993
2023-09-12T02:00:00.000Z,2.1149,2.11534,2.11329,2.11408,4398
2023-09-12T03:00:00.000Z,2.11408,2.11481,2.11369,2.11476,2531
2023-09-12T04:00:00.000Z,2.11477,2.1167,2.11453,2.11666,1959
2023-09-12T05:00:00.000Z,2.11665,2.11899,2.11649,2.11819,3115
2023-09-12T06:00:00.000Z,2.11812,2.12138,2.11475,2.11539,4618
2023-09-12T07:00:00.000Z,2.11542,2.11592,2.1119,2.11275,6945
2023-09-12T08:00:00.000Z,2.1128,2.113,2.10884,2.1111,6129
2023-09-12T09:00:00.000Z,2.1111,2.1129,2.11081,2.11125,5015
