time,open,high,low,close,volume
2023-09-10T21:00:00.000Z,0.58908,0.59347,0.58782,0.59197,81040
2023-09-11T21:00:00.000Z,0.5905,0.59218,0.58887,0.59048,78067
2023-09-12T21:00:00.000Z,0.58956,0.59266,0.58795,0.59174,91648
2023-09-13T21:00:00.000Z,0.59132,0.59443,0.5901,0.59117,88928
2023-09-14T21:00:00.000Z,0.59113,0.59369,0.58924,0.58991,80636
2023-09-17T21:00:00.000Z,0.58955,0.59209,0.58943,0.59169,57492
2023-09-18T21:00:00.000Z,0.59007,0.59476,0.58995,0.59337,67314
2023-09-19T21:00:00.000Z,0.59305,0.59851,0.59202,0.59287,86259
2023-09-20T21:00:00.000Z,0.59247,0.59511,0.5895,0.5931,86735
2023-09-21T21:00:00.000Z,0.59243,0.59885,0.59189,0.59603,76680
2023-09-24T21:00:00.000Z,0.59576,0.59737,0.59428,0.59669,76009
2023-09-25T21:00:00.000Z,0.59599,0.59733,0.59359,0.59444,83542
2023-09-26T21:00:00.000Z,0.59443,0.59564,0.58993,0.59229,85083
2023-09-27T21:00:00.000Z,0.59232,0.59728,0.59111,0.59621,94290
2023-09-28T21:00:00.000Z,0.59611,0.60486,0.59562,0.59978,95274
2023-10-01T21:00:00.000Z,0.59833,0.60077,0.59427,0.59474,89704
2023-10-02T21:00:00.000Z,0.59449,0.59543,0.58872,0.59086,102239
2023-10-03T21:00:00.000Z,0.5899,0.59247,0.58706,0.59121,103665
2023-10-04T21:00:00.000Z,0.59089,0.59675,0.59074,0.59649,102193
2023-10-05T21:00:00.000Z,0.59646,0.60033,0.5923,0.59884,101248
2023-10-08T21:00:00.000Z,0.59676,0.60275,0.59601,0.60219,103992
2023-10-09T21:00:00.000Z,0.60041,0.60484,0.59982,0.60453,125219
2023-10-10T21:00:00.000Z,0.60446,0.60551,0.60063,0.60195,122279
2023-10-11T21:00:00.000Z,0.60097,0.60254,0.59247,0.5926,113334
2023-10-12T21:00:00.000Z,0.59262,0.59289,0.5883,0.58847,107657
2023-10-15T21:00:00.000Z,0.59118,0.59293,0.58987,0.59277,80905
2023-10-16T21:00:00.000Z,0.59264,0.59282,0.58708,0.58965,94165
2023-10-17T21:00:00.000Z,0.58937,0.59196,0.58508,0.58554,111766
2023-10-18T21:00:00.000Z,0.5853,0.58665,0.58154,0.58482,120486
2023-10-19T21:00:00.000Z,0.58461,0.58493,0.58165,0.58271,93292
2023-10-22T21:00:00.000Z,0.58169,0.58576,0.58071,0.58451,85007
2023-10-23T21:00:00.000Z,0.58403,0.58721,0.58288,0.58441,92443
2023-10-24T21:00:00.000Z,0.58388,0.58695,0.58006,0.58011,93523
2023-10-25T21:00:00.000Z,0.58016,0.58293,0.5773,0.58195,107151
2023-10-26T21:00:00.000Z,0.58207,0.58438,0.58049,0.58092,96154
2023-10-29T21:00:00.000Z,0.58065,0.58447,0.58041,0.58439,83383
2023-10-30T21:00:00.000Z,0.58428,0.5857,0.58034,0.58241,98196
2023-10-31T21:00:00.000Z,0.58167,0.58582,0.57886,0.58465,113645
2023-11-01T21:00:00.000Z,0.58394,0.59167,0.58394,0.58971,99223
2023-11-02T21:00:00.000Z,0.58974,0.60003,0.5884,0.59935,93939
2023-11-05T22:00:00.000Z,0.59922,0.60015,0.59591,0.59636,78774
2023-11-06T22:00:00.000Z,0.59588,0.59658,0.59109,0.59343,83961
2023-11-07T22:00:00.000Z,0.59296,0.59417,0.59059,0.59115,82922
2023-11-08T22:00:00.000Z,0.59108,0.59545,0.58928,0.58939,86870
2023-11-09T22:00:00.000Z,0.58931,0.59044,0.58778,0.58898,76258
2023-11-12T22:00:00.000Z,0.58868,0.58983,0.58698,0.58767,61354
2023-11-13T22:00:00.000Z,0.58717,0.60131,0.58634,0.60079,79233
2023-11-14T22:00:00.000Z,0.60055,0.60541,0.59917,0.60224,86978
2023-11-15T22:00:00.000Z,0.60211,0.60292,0.59633,0.59716,87838
2023-11-16T22:00:00.000Z,0.59684,0.5997,0.594,0.59919,85004
2023-11-19T22:00:00.000Z,0.59802,0.60427,0.59761,0.60362,86505
2023-11-20T22:00:00.000Z,0.60201,0.60857,0.60201,0.60489,96139
2023-11-21T22:00:00.000Z,0.60506,0.60639,0.59959,0.60216,92845
2023-11-22T22:00:00.000Z,0.60229,0.6066,0.60116,0.60481,57465
2023-11-23T22:00:00.000Z,0.60466,0.6089,0.60403,0.60827,58626
2023-11-26T22:00:00.000Z,0.60787,0.6107,0.60607,0.60979,77224
2023-11-27T22:00:00.000Z,0.60979,0.61467,0.60797,0.61366,93086
2023-11-28T22:00:00.000Z,0.61363,0.62079,0.61304,0.61555,110482
2023-11-29T22:00:00.000Z,0.61575,0.6182,0.61203,0.61553,111849
2023-11-30T22:00:00.000Z,0.61519,0.62088,0.61484,0.62087,108506
2023-12-03T22:00:00.000Z,0.61946,0.62221,0.61507,0.61638,103407
2023-12-04T22:00:00.000Z,0.61589,0.61738,0.61251,0.61287,90023
2023-12-05T22:00:00.000Z,0.61286,0.61767,0.61263,0.61366,59132
2023-12-06T22:00:00.000Z,0.61377,0.61933,0.61128,0.61696,71390
2023-12-07T22:00:00.000Z,0.61605,0.61746,0.61035,0.61194,78718
2023-12-10T22:00:00.000Z,0.61175,0.61318,0.61044,0.61219,55306
2023-12-11T22:00:00.000Z,0.61225,0.61691,0.61048,0.61337,58643
2023-12-12T22:00:00.000Z,0.61258,0.62131,0.60839,0.61741,68105
2023-12-13T22:00:00.000Z,0.61717,0.62493,0.61654,0.62055,94047
2023-12-14T22:00:00.000Z,0.62033,0.62292,0.61775,0.6209,72150
2023-12-17T22:00:00.000Z,0.62037,0.62508,0.61847,0.62118,57300
2023-12-18T22:00:00.000Z,0.62101,0.62725,0.62034,0.62685,60036
2023-12-19T22:00:00.000Z,0.6271,0.62984,0.62461,0.62464,62512
2023-12-20T22:00:00.000Z,0.62466,0.62957,0.6237,0.62955,71149
2023-12-21T22:00:00.000Z,0.62915,0.63178,0.62753,0.6296,73653
2023-12-25T22:00:00.000Z,0.62971,0.63317,0.62829,0.6327,47640
2023-12-26T22:00:00.000Z,0.63237,0.63485,0.62997,0.63411,50404
2023-12-27T22:00:00.000Z,0.63375,0.63691,0.63239,0.63321,62880
2023-12-28T22:00:00.000Z,0.63316,0.63586,0.63042,0.63188,65077
2024-01-01T22:00:00.000Z,0.63159,0.63237,0.62486,0.62506,70866
2024-01-02T22:00:00.000Z,0.62523,0.62757,0.62185,0.6246,72273
2024-01-03T22:00:00.000Z,0.62426,0.6285,0.62206,0.62351,72555
2024-01-04T22:00:00.000Z,0.62313,0.62772,0.61806,0.62425,83105
2024-01-07T22:00:00.000Z,0.62349,0.62606,0.6212,0.62496,55209
2024-01-08T22:00:00.000Z,0.62511,0.62666,0.62256,0.62402,57562
2024-01-09T22:00:00.000Z,0.62312,0.6254,0.62153,0.62274,56997
2024-01-10T22:00:00.000Z,0.6225,0.62606,0.61954,0.62331,80949
2024-01-11T22:00:00.000Z,0.62276,0.62776,0.62253,0.62396,69393
2024-01-14T22:00:00.000Z,0.62363,0.62418,0.61828,0.61991,41148
2024-01-15T22:00:00.000Z,0.6199,0.62021,0.6126,0.61382,81450
2024-01-16T22:00:00.000Z,0.61386,0.61513,0.60879,0.61145,79500
2024-01-17T22:00:00.000Z,0.61159,0.61355,0.60942,0.61162,71237
2024-01-18T22:00:00.000Z,0.61133,0.61261,0.60893,0.61155,62684
2024-01-21T22:00:00.000Z,0.61101,0.61385,0.60715,0.60759,58383
2024-01-22T22:00:00.000Z,0.60751,0.61168,0.60614,0.61005,65318
2024-01-23T22:00:00.000Z,0.60986,0.61484,0.60885,0.61105,69278
2024-01-24T22:00:00.000Z,0.61048,0.61321,0.60996,0.61112,67525
2024-01-25T22:00:00.000Z,0.61083,0.61202,0.60899,0.60902,53907
2024-01-28T22:00:00.000Z,0.60903,0.61433,0.60856,0.61332,44364
2024-01-29T22:00:00.000Z,0.61269,0.61489,0.61051,0.61357,52492
2024-01-30T22:00:00.000Z,0.61337,0.61734,0.6101,0.61156,85766
2024-01-31T22:00:00.000Z,0.61149,0.61442,0.60794,0.6144,80064
2024-02-01T22:00:00.000Z,0.61364,0.61604,0.60582,0.60647,72660
2024-02-04T22:00:00.000Z,0.60653,0.60816,0.60381,0.60538,67700
2024-02-05T22:00:00.000Z,0.60421,0.6099,0.60421,0.60958,66147
2024-02-06T22:00:00.000Z,0.60949,0.61245,0.60919,0.61125,58685
2024-02-07T22:00:00.000Z,0.6112,0.61233,0.60787,0.60966,59066
2024-02-08T22:00:00.000Z,0.60947,0.61582,0.60916,0.61513,57681
2024-02-11T22:00:00.000Z,0.61448,0.61517,0.612,0.61302,54502
2024-02-12T22:00:00.000Z,0.61264,0.6131,0.60494,0.60594,67462
2024-02-13T22:00:00.000Z,0.60547,0.60919,0.60507,0.60859,64745
2024-02-14T22:00:00.000Z,0.6079,0.61272,0.60775,0.6107,62728
2024-02-15T22:00:00.000Z,0.61047,0.61355,0.60858,0.61249,59894
2024-02-18T22:00:00.000Z,0.61171,0.61521,0.61171,0.61502,42035
2024-02-19T22:00:00.000Z,0.61493,0.61908,0.61288,0.61644,62579
2024-02-20T22:00:00.000Z,0.61604,0.61976,0.61585,0.61789,55908
2024-02-21T22:00:00.000Z,0.61736,0.62178,0.61722,0.61973,65543
2024-02-22T22:00:00.000Z,0.61909,0.62108,0.61802,0.61966,50790
2024-02-25T22:00:00.000Z,0.61929,0.61948,0.61621,0.61725,55525
2024-02-26T22:00:00.000Z,0.61724,0.61777,0.61509,0.61698,52322
2024-02-27T22:00:00.000Z,0.61694,0.61773,0.60816,0.60967,62763
2024-02-28T22:00:00.000Z,0.60991,0.61117,0.60764,0.60863,62341
2024-02-29T22:00:00.000Z,0.60767,0.61116,0.60756,0.61064,61458
2024-03-03T22:00:00.000Z,0.61077,0.61111,0.60876,0.60935,47562
2024-03-04T22:00:00.000Z,0.60951,0.61095,0.60707,0.60853,60119
2024-03-05T22:00:00.000Z,0.60868,0.61438,0.60684,0.61284,61756
2024-03-06T22:00:00.000Z,0.61253,0.61757,0.61226,0.61743,65352
2024-03-07T22:00:00.000Z,0.61723,0.62165,0.61609,0.61756,66718
2024-03-10T21:00:00.000Z,0.61731,0.61821,0.616,0.61692,51161
2024-03-11T21:00:00.000Z,0.6167,0.6184,0.61352,0.61506,69440
2024-03-12T21:00:00.000Z,0.61472,0.61699,0.61448,0.61548,51882
2024-03-13T21:00:00.000Z,0.61537,0.61751,0.61212,0.61303,61331
2024-03-14T21:00:00.000Z,0.61309,0.61323,0.60806,0.6085,49794
2024-03-17T21:00:00.000Z,0.60862,0.60999,0.60771,0.60846,48407
2024-03-18T21:00:00.000Z,0.60838,0.60864,0.60338,0.60518,52489
2024-03-19T21:00:00.000Z,0.60527,0.60849,0.60242,0.60803,57603
2024-03-20T21:00:00.000Z,0.60807,0.61065,0.60381,0.60437,61877
2024-03-21T21:00:00.000Z,0.60434,0.60517,0.5989,0.59932,52761
2024-03-24T21:00:00.000Z,0.5994,0.60126,0.59854,0.60029,42472
2024-03-25T21:00:00.000Z,0.60034,0.60304,0.59959,0.6004,44431
2024-03-26T21:00:00.000Z,0.60049,0.60102,0.59875,0.60041,49182
2024-03-27T21:00:00.000Z,0.6005,0.6005,0.5956,0.59721,54053
2024-03-28T21:00:00.000Z,0.59731,0.59884,0.59667,0.59765,8766
2024-03-31T21:00:00.000Z,0.5978,0.59925,0.59391,0.59526,38938
2024-04-01T21:00:00.000Z,0.59523,0.5973,0.59429,0.59708,50372
2024-04-02T21:00:00.000Z,0.59705,0.60109,0.5952,0.60092,52141
2024-04-03T21:00:00.000Z,0.60053,0.60463,0.60046,0.60254,41805
2024-04-04T21:00:00.000Z,0.60234,0.60309,0.59852,0.60111,62880
2024-04-07T21:00:00.000Z,0.60073,0.60382,0.59978,0.60319,49349
2024-04-08T21:00:00.000Z,0.60284,0.60765,0.60282,0.60594,40690
2024-04-09T21:00:00.000Z,0.6058,0.60827,0.59656,0.59738,73118
2024-04-10T21:00:00.000Z,0.59746,0.60144,0.59688,0.59953,72436
2024-04-11T21:00:00.000Z,0.59961,0.60099,0.59334,0.59365,71821
2024-04-14T21:00:00.000Z,0.5933,0.59532,0.58981,0.59028,73205
2024-04-15T21:00:00.000Z,0.59036,0.59075,0.58678,0.58798,80493
2024-04-16T21:00:00.000Z,0.58765,0.59249,0.58605,0.59159,73333
2024-04-17T21:00:00.000Z,0.59069,0.59327,0.58984,0.59009,64115
2024-04-18T21:00:00.000Z,0.59025,0.59061,0.58518,0.58876,94455
2024-04-21T21:00:00.000Z,0.58827,0.59282,0.58801,0.59184,55745
2024-04-22T21:00:00.000Z,0.59159,0.59478,0.59021,0.59318,53846
2024-04-23T21:00:00.000Z,0.59273,0.59518,0.59201,0.59355,54052
2024-04-24T21:00:00.000Z,0.59313,0.59682,0.59197,0.59488,63430
2024-04-25T21:00:00.000Z,0.59458,0.59692,0.59287,0.59398,63038
2024-04-28T21:00:00.000Z,0.5942,0.59842,0.59347,0.59775,58915
2024-04-29T21:00:00.000Z,0.59734,0.59792,0.58866,0.58871,51006
2024-04-30T21:00:00.000Z,0.58871,0.59395,0.58736,0.59315,52691
2024-05-01T21:00:00.000Z,0.59229,0.59676,0.59137,0.5962,57989
2024-05-02T21:00:00.000Z,0.59529,0.60482,0.5948,0.60101,61786
2024-05-05T21:00:00.000Z,0.60127,0.60317,0.59952,0.60109,32899
2024-05-06T21:00:00.000Z,0.60117,0.60244,0.5995,0.6002,39082
2024-05-07T21:00:00.000Z,0.60011,0.60038,0.59807,0.60038,29862
2024-05-08T21:00:00.000Z,0.60016,0.6035,0.59923,0.60344,35232
2024-05-09T21:00:00.000Z,0.60271,0.60398,0.60086,0.60185,42920
2024-05-12T21:00:00.000Z,0.6011,0.60307,0.59999,0.60167,45475
2024-05-13T21:00:00.000Z,0.60142,0.60425,0.59943,0.60405,49076
2024-05-14T21:00:00.000Z,0.6033,0.61242,0.60298,0.61218,47981
2024-05-15T21:00:00.000Z,0.61126,0.61402,0.60951,0.61219,44952
2024-05-16T21:00:00.000Z,0.61175,0.61393,0.61009,0.61344,34920
2024-05-19T21:00:00.000Z,0.61244,0.61375,0.60962,0.61058,42424
2024-05-20T21:00:00.000Z,0.61042,0.61102,0.60871,0.60915,44196
2024-05-21T21:00:00.000Z,0.60906,0.61523,0.60827,0.60963,55655
2024-05-22T21:00:00.000Z,0.60915,0.61335,0.60907,0.60989,59928
2024-05-23T21:00:00.000Z,0.6096,0.61261,0.60871,0.61208,44454
2024-05-26T21:00:00.000Z,0.61161,0.61534,0.61139,0.61491,28009
2024-05-27T21:00:00.000Z,0.61472,0.617,0.61371,0.61407,48298
2024-05-28T21:00:00.000Z,0.61363,0.61475,0.61111,0.61143,53143
2024-05-29T21:00:00.000Z,0.61136,0.6131,0.60885,0.61142,55522
2024-05-30T21:00:00.000Z,0.61106,0.61653,0.61101,0.61444,61828
2024-06-02T21:00:00.000Z,0.61309,0.61929,0.61305,0.6192,63519
2024-06-03T21:00:00.000Z,0.61905,0.61979,0.61554,0.61767,69500
2024-06-04T21:00:00.000Z,0.61754,0.6198,0.61702,0.61917,59556
2024-06-05T21:00:00.000Z,0.61913,0.62147,0.61732,0.62,52434
2024-06-06T21:00:00.000Z,0.61953,0.62032,0.61016,0.6104,64085
2024-06-09T21:00:00.000Z,0.61005,0.61277,0.60992,0.61275,51433
2024-06-10T21:00:00.000Z,0.61264,0.61498,0.61174,0.61437,51572
2024-06-11T21:00:00.000Z,0.6139,0.62217,0.61342,0.61838,52608
2024-06-12T21:00:00.000Z,0.6184,0.61984,0.61598,0.61685,38365
2024-06-13T21:00:00.000Z,0.61681,0.61696,0.61157,0.61416,44895
2024-06-16T21:00:00.000Z,0.61251,0.61404,0.61043,0.61296,36627
2024-06-17T21:00:00.000Z,0.61152,0.6148,0.60967,0.6145,43211
2024-06-18T21:00:00.000Z,0.61399,0.61456,0.61278,0.61308,24009
2024-06-19T21:00:00.000Z,0.61281,0.61476,0.61113,0.61187,39327
2024-06-20T21:00:00.000Z,0.61186,0.61341,0.61088,0.61177,36089
2024-06-23T21:00:00.000Z,0.6109,0.614,0.61044,0.61249,35770
2024-06-24T21:00:00.000Z,0.61183,0.61303,0.61075,0.61198,38910
2024-06-25T21:00:00.000Z,0.61133,0.61276,0.60737,0.60825,43718
2024-06-26T21:00:00.000Z,0.60742,0.61083,0.60684,0.60826,50727
2024-06-27T21:00:00.000Z,0.60833,0.61047,0.60573,0.60903,62737
2024-06-30T21:00:00.000Z,0.60935,0.61071,0.60647,0.60758,57068
2024-07-01T21:00:00.000Z,0.60679,0.60824,0.60473,0.60785,52669
2024-07-02T21:00:00.000Z,0.60759,0.61286,0.60693,0.61034,48764
2024-07-03T21:00:00.000Z,0.61004,0.61224,0.60997,0.61161,28484
2024-07-04T21:00:00.000Z,0.61161,0.61487,0.61047,0.61448,56249
2024-07-07T21:00:00.000Z,0.61332,0.61534,0.6123,0.61256,42538
2024-07-08T21:00:00.000Z,0.61178,0.61327,0.61119,0.61248,40808
2024-07-09T21:00:00.000Z,0.61218,0.61316,0.60647,0.60807,41448
2024-07-10T21:00:00.000Z,0.60789,0.61345,0.60786,0.6095,58552
2024-07-11T21:00:00.000Z,0.60918,0.61258,0.60761,0.6118,57402
2024-07-14T21:00:00.000Z,0.61056,0.61094,0.60725,0.60749,52436
2024-07-15T21:00:00.000Z,0.60735,0.60764,0.60358,0.60494,46412
2024-07-16T21:00:00.000Z,0.60437,0.60971,0.60344,0.60819,57824
2024-07-17T21:00:00.000Z,0.60677,0.60826,0.60432,0.60453,56356
2024-07-18T21:00:00.000Z,0.60431,0.60485,0.60053,0.60078,50641
2024-07-21T21:00:00.000Z,0.60089,0.60277,0.59714,0.59784,49760
2024-07-22T21:00:00.000Z,0.59734,0.59805,0.59504,0.59557,43810
2024-07-23T21:00:00.000Z,0.5953,0.59568,0.59133,0.59296,52921
2024-07-24T21:00:00.000Z,0.59246,0.59314,0.58796,0.5887,71364
2024-07-25T21:00:00.000Z,0.58851,0.59053,0.58805,0.58887,45444
2024-07-28T21:00:00.000Z,0.58865,0.59003,0.58574,0.58748,42761
