pair,ts,date,dow,dow_idx,direction,trade_type,price,sl,tp,sl_dist,tp_dist,rr,win,bars_held,mfe,c_round,c_ema50,c_strong,choch_engulf,zone_lo,zone_hi,zone_visits,zone_touches,atr_d,td,th4
gold,2021-10-19 06:00:00,2021-10-19,Tue,1,long,day,1764.13,1747.0255821581695,1800.46997,17.104417841830582,36.339969999999994,2.12,1,339,40.729989999999816,1,0,1,0,1748.67004,1761.14001,10,109,20.555723022881008,bull,bull
gold,2021-10-19 18:00:00,2021-10-19,Tue,1,long,day,1781.54004,1778.0616190825976,1794.70996,3.4784209174024454,13.16991999999982,3.79,0,1,0.0,1,1,1,1,1779.706076924428,1780.7338630755721,13,17,20.555723022881008,bull,bull
gold,2021-10-22 06:00:00,2021-10-22,Fri,4,long,swing,1784.060059,1778.1259833894717,1797.69995,5.934075610528225,13.639891000000034,2.3,1,65,15.849971000000096,1,1,1,0,1779.721401759398,1780.7185382406021,14,18,19.94272962407986,bull,unclear
gold,2021-10-26 18:00:00,2021-10-26,Tue,1,long,day,1800.66003,1792.5120963934723,1829.55005,8.147933606527658,28.89002000000005,3.55,0,26,3.9799800000000687,1,0,1,0,1794.1942858079697,1795.2456541920305,15,25,21.027367681215836,bull,bull
gold,2021-10-27 16:00:00,2021-10-27,Wed,2,long,day,1786.0,1778.0898982950096,1809.48999,7.9101017049904385,23.489990000000034,2.97,1,126,24.430049999999937,1,1,1,0,1779.7128100702405,1780.7271299297597,14,18,20.286397190387046,bull,bull
gold,2021-10-28 06:00:00,2021-10-28,Thu,3,long,day,1798.38,1792.614627575675,1829.55005,5.765372424325051,31.170049999999947,5.41,0,74,12.050049999999828,1,0,1,0,1794.2186979942085,1795.2212420057917,15,25,20.050880231668792,bull,bull
gold,2021-10-29 06:00:00,2021-10-29,Fri,4,long,swing,1798.29004,1792.5901391989182,1829.55005,5.699900801081867,31.260009999999966,5.48,0,49,3.1099799999999505,1,0,1,0,1794.212867428314,1795.2270725716862,15,26,20.284102867446293,bull,unclear
gold,2021-11-18 07:00:00,2021-11-18,Thu,3,long,day,1866.93005,1863.493262802964,1898.91003,3.436787197035983,31.97998000000007,9.31,0,1,0.0,1,0,1,1,1865.0145787626104,1865.9654012373896,3,7,19.01644949557995,bull,bull
gold,2021-11-23 10:00:00,2021-11-23,Tue,1,long,swing,1809.10999,1804.531763057417,1828.21997,4.578226942582887,19.109980000000178,4.17,0,30,3.2900300000001153,1,1,1,0,1805.93005,1808.92004,12,36,17.47858678228658,bull,unclear
gold,2021-11-23 20:00:00,2021-11-23,Tue,1,long,swing,1797.78003,1790.791653057417,1815.02002,6.988376942582818,17.239990000000034,2.47,0,16,4.859980000000178,1,0,1,0,1792.18994,1794.71997,16,66,17.47858678228658,bull,unclear
gold,2021-11-24 12:00:00,2021-11-24,Wed,2,long,swing,1795.099976,1792.420600282812,1800.46997,2.679375717187895,5.369994000000133,2.0,0,1,0.0,1,0,1,0,1794.1725010197172,1795.267438980283,18,30,21.89875921131503,bull,unclear
gold,2021-11-30 16:00:00,2021-11-30,Tue,1,long,swing,1795.98999,1792.4217444691435,1806.81995,3.5682455308565295,10.829960000000028,3.04,0,1,0.0,1,0,1,0,1794.1727734450342,1795.267166554966,19,32,21.887862198632835,bull,unclear
gold,2021-12-16 14:00:00,2021-12-16,Thu,3,short,swing,1781.53003,1783.0968165686659,1774.5,1.5667865686659752,7.030029999999897,4.49,0,1,0.0,1,0,1,0,1776.83997,1781.81995,17,60,15.96083210832137,bear,unclear
gold,2021-12-21 19:00:00,2021-12-21,Tue,1,short,swing,1797.079956,1816.1731239725664,1750.82996,19.093167972566334,46.24999600000001,2.42,0,378,12.03991700000006,0,0,1,0,1800.1002397736554,1814.7119526817562,17,179,18.26464113512627,bear,unclear
gold,2021-12-29 06:00:00,2021-12-29,Wed,2,long,swing,1807.13,1804.314699430726,1815.02002,2.8153005692740862,7.890019999999822,2.8,0,21,0.7199799999998504,1,0,1,0,1805.5454427216014,1806.3146572783985,15,21,15.38429113594185,bull,unclear
gold,2021-12-29 21:00:00,2021-12-29,Wed,2,long,swing,1795.78003,1790.9591967091246,1806.81995,4.820833290875271,11.039920000000166,2.29,0,12,5.859980000000178,1,0,1,0,1792.18994,1794.71997,18,72,15.38429113594185,bull,unclear
gold,2021-12-30 16:00:00,2021-12-30,Thu,3,long,day,1798.59998,1790.838176027908,1815.02002,7.761803972091911,16.42003999999997,2.12,1,59,16.80004000000008,1,1,1,0,1792.18994,1794.71997,19,74,16.897049651149615,bull,bull
gold,2022-01-04 18:00:00,2022-01-04,Tue,1,long,day,1805.75,1804.1860464021108,1809.48999,1.5639535978891672,3.7399900000000343,2.39,0,1,0.79004000000009,1,0,1,0,1805.5148110481216,1806.3452889518783,17,23,16.609558075133563,bull,bull
gold,2022-01-06 19:00:00,2022-01-06,Thu,3,long,swing,1795.52002,1791.9198918365519,1806.81995,3.600128163448062,11.299930000000131,3.14,1,10,11.59997999999996,1,0,1,0,1793.43005,1794.71997,18,68,18.876977043100336,bull,unclear
gold,2022-01-18 06:00:00,2022-01-18,Tue,1,short,day,1819.40002,1821.728797041479,1805.93005,2.328777041479043,13.469970000000103,5.78,0,12,0.9400600000001305,0,0,1,0,1807.6379396023635,1820.4478100015594,20,410,16.012337998994816,bear,bear
gold,2022-01-19 06:00:00,2022-01-19,Wed,2,short,swing,1814.12,1821.95687469622,1794.71997,7.836874696220093,19.400029999999788,2.48,0,69,3.7900399999998626,1,0,1,1,1808.1478786756531,1820.701511421623,18,251,15.692040932462184,bear,unclear
gold,2022-03-29 19:00:00,2022-03-29,Tue,1,long,day,1913.77002,1904.297486316233,1974.46997,9.47253368376687,60.69995000000017,6.41,0,15,5.770020000000159,1,1,0,0,1906.5393938848174,1907.9405861151827,1,2,28.023844607305055,bull,bull
gold,2022-04-12 11:00:00,2022-04-12,Tue,1,short,swing,1955.030029,1964.3107040958573,1907.23999,9.280675095857305,47.79003899999998,5.15,0,46,5.3400890000000345,1,0,1,0,1961.350834262891,1962.4892457371088,3,4,22.76822948435632,bear,unclear
gold,2022-04-14 13:00:00,2022-04-14,Thu,3,short,swing,1973.81006,1976.9332280545332,1907.23999,3.123168054533153,66.57006999999999,21.31,0,1,0.0,1,0,0,0,1973.883479987016,1975.0564600129842,2,2,23.459600519360965,bear,unclear
