ts,open,high,low,close
2026-03-31 12:30:00+00:00,22802.63,22808.03,22772.38,22803.38
2026-03-31 12:45:00+00:00,22803.38,22809.38,22751.38,22755.38
2026-03-31 13:00:00+00:00,22755.38,22777.38,22727.38,22744.38
2026-03-31 13:15:00+00:00,22744.38,22798.38,22738.38,22773.38
2026-03-31 13:30:00+00:00,22773.38,22787.38,22709.38,22728.38
2026-03-31 13:45:00+00:00,22729.03,22829.38,22729.03,22803.03
2026-03-31 14:00:00+00:00,22803.03,22805.03,22735.38,22778.03
2026-03-31 14:15:00+00:00,22779.38,22793.38,22741.38,22787.38
2026-03-31 14:30:00+00:00,22787.38,22810.38,22701.38,22714.38
2026-03-31 14:45:00+00:00,22714.38,22726.38,22648.38,22664.38
2026-03-31 15:00:00+00:00,22665.38,22744.38,22665.38,22741.38
2026-03-31 15:15:00+00:00,22741.38,22752.38,22626.38,22626.38
2026-03-31 15:30:00+00:00,22626.38,22687.38,22590.38,22672.38
2026-03-31 15:45:00+00:00,22672.38,22689.03,22632.38,22639.38
2026-03-31 16:00:00+00:00,22639.38,22662.38,22622.38,22647.38
2026-03-31 16:15:00+00:00,22646.38,22678.38,22638.38,22660.38
2026-03-31 16:30:00+00:00,22661.38,23055.1,22643.38,22942.63
2026-03-31 16:45:00+00:00,22942.63,22962.63,22819.63,22863.63
2026-03-31 17:00:00+00:00,22863.63,22946.63,22838.13,22867.13
2026-03-31 17:15:00+00:00,22867.13,22936.93,22864.13,22895.88
2026-03-31 17:30:00+00:00,22896.88,22953.88,22876.53,22892.88
2026-03-31 17:45:00+00:00,22892.53,22918.88,22876.53,22890.88
2026-03-31 18:00:00+00:00,22890.88,22929.88,22888.88,22913.88
2026-03-31 18:15:00+00:00,22912.88,22937.53,22898.53,22922.53
2026-03-31 18:30:00+00:00,22923.53,22945.88,22904.53,22930.88
2026-03-31 18:45:00+00:00,22930.88,22945.88,22922.53,22938.88
2026-03-31 19:00:00+00:00,22938.88,22981.88,22925.63,22979.88
2026-03-31 19:15:00+00:00,22979.88,23004.88,22974.88,22995.88
2026-03-31 19:30:00+00:00,22996.88,23018.88,22992.88,23011.88
2026-03-31 19:45:00+00:00,23011.88,23036.53,22996.53,23008.03
2026-03-31 20:00:00+00:00,23008.03,23018.13,22974.13,23010.13
2026-03-31 20:15:00+00:00,23009.13,23032.14,23006.13,23027.14
2026-03-31 20:30:00+00:00,23028.14,23032.06,22995.14,22998.14
2026-03-31 20:45:00+00:00,22999.14,23006.14,22986.14,22996.14
2026-04-01 00:15:00+00:00,23063.33,23077.43,23039.13,23051.13
2026-04-01 00:30:00+00:00,23051.63,23066.03,23024.13,23063.13
2026-04-01 00:45:00+00:00,23062.13,23074.43,23056.13,23072.63
2026-04-01 01:00:00+00:00,23072.63,23082.43,23015.63,23034.13
2026-04-01 01:15:00+00:00,23034.13,23055.13,23018.13,23054.13
2026-04-01 01:30:00+00:00,23050.13,23056.03,23012.03,23013.43
2026-04-01 01:45:00+00:00,23013.43,23031.13,23004.13,23022.13
2026-04-01 02:00:00+00:00,23022.13,23042.13,23015.63,23027.63
2026-04-01 02:15:00+00:00,23028.03,23031.13,23014.13,23017.13
2026-04-01 02:30:00+00:00,23017.13,23019.63,23005.13,23018.63
2026-04-01 02:45:00+00:00,23018.63,23029.43,23006.13,23008.13
2026-04-01 03:00:00+00:00,23008.13,23020.63,23001.13,23020.13
2026-04-01 03:15:00+00:00,23020.13,23020.13,23006.13,23018.13
2026-04-01 03:30:00+00:00,23018.13,23040.63,23018.13,23039.13
2026-04-01 03:45:00+00:00,23039.13,23041.63,23028.13,23031.13
2026-04-01 04:00:00+00:00,23032.13,23042.63,23027.13,23034.63
2026-04-01 04:15:00+00:00,23034.63,23052.63,23032.63,23051.63
2026-04-01 04:30:00+00:00,23051.63,23056.13,23043.13,23047.63
2026-04-01 04:45:00+00:00,23048.03,23062.43,23043.13,23056.13
2026-04-01 05:00:00+00:00,23056.13,23084.43,23051.63,23080.43
2026-04-01 05:15:00+00:00,23079.43,23101.43,23076.63,23083.03
2026-04-01 05:30:00+00:00,23083.63,23098.43,23074.13,23096.03
2026-04-01 05:45:00+00:00,23096.43,23098.43,23076.63,23081.13
2026-04-01 06:00:00+00:00,23081.63,23157.18,23081.03,23157.18
2026-04-01 06:15:00+00:00,23157.18,23236.18,23154.18,23227.18
2026-04-01 06:30:00+00:00,23226.83,23288.18,23217.18,23277.18
2026-04-01 06:45:00+00:00,23277.83,23286.18,23241.83,23282.83
2026-04-01 07:00:00+00:00,23283.83,23341.18,23257.18,23268.83
2026-04-01 07:15:00+00:00,23267.83,23271.18,23216.18,23249.18
2026-04-01 07:30:00+00:00,23249.18,23308.18,23244.18,23294.18
2026-04-01 07:45:00+00:00,23293.18,23296.18,23136.18,23143.18
2026-04-01 08:00:00+00:00,23143.18,23170.18,23099.18,23109.18
2026-04-01 08:15:00+00:00,23107.83,23215.18,23107.18,23174.18
2026-04-01 08:30:00+00:00,23175.18,23208.18,23163.18,23180.18
2026-04-01 08:45:00+00:00,23180.18,23200.18,23107.43,23161.93
2026-04-01 09:00:00+00:00,23161.93,23192.18,23096.18,23104.18
2026-04-01 09:15:00+00:00,23104.18,23113.18,23014.18,23071.18
