datetime,close,atr_15m,d_trend,h4_trend,h4_slope,h1_trend,h4_d_phase,h1_h4_phase,min_of_day,day_of_week,year,long_win,short_win
2021-08-05 02:30:00,1811.94995,2.915217594974222,-1,-1,-1,-1,1,1,150,3,2021,0,0
2021-08-05 02:45:00,1811.88,2.595857915644317,-1,-1,-1,-1,1,1,165,3,2021,0,0
2021-08-05 03:00:00,1811.18005,2.4510781935584034,-1,-1,-1,-1,1,1,180,3,2021,1,0
2021-08-05 03:15:00,1812.050049,2.2722652344172913,-1,-1,-1,-1,1,1,195,3,2021,0,0
2021-08-05 03:30:00,1812.81995,2.1359632031616527,-1,-1,-1,-1,1,1,210,3,2021,0,1
2021-08-05 03:45:00,1812.42004,1.955172109406752,-1,-1,-1,-1,1,1,225,3,2021,0,1
2021-08-05 04:00:00,1811.92004,1.825146494819164,-1,-1,-1,-1,1,1,240,3,2021,0,1
2021-08-05 04:15:00,1812.030029,1.6377989621766353,-1,-1,-1,-1,1,1,255,3,2021,0,1
2021-08-05 04:30:00,1811.12,1.6234132338864151,-1,-1,-1,-1,1,1,270,3,2021,1,0
2021-08-05 04:45:00,1811.21997,1.4776288027015763,-1,-1,-1,-1,1,1,285,3,2021,1,0
2021-08-05 05:00:00,1811.21997,1.4246062956747032,-1,-1,-1,-1,1,1,300,3,2021,1,0
2021-08-05 05:15:00,1812.10999,1.3839921229180616,-1,-1,-1,-1,1,1,315,3,2021,0,1
2021-08-05 05:30:00,1812.55005,1.3087865065289952,-1,-1,-1,-1,1,1,330,3,2021,0,1
2021-08-05 05:45:00,1812.10999,1.2196176389918023,-1,-1,-1,-1,1,1,345,3,2021,0,1
2021-08-05 06:00:00,1812.23999,1.1263219537928963,-1,-1,-1,-1,1,1,360,3,2021,0,1
2021-08-05 06:15:00,1812.21997,1.0094795599538422,-1,-1,-1,-1,1,1,375,3,2021,0,1
2021-08-05 06:30:00,1811.46997,1.0442182852933208,-1,-1,-1,-1,1,1,390,3,2021,1,0
2021-08-05 06:45:00,1811.82996,1.0409918472542024,-1,-1,-1,-1,1,1,405,3,2021,0,1
2021-08-05 08:00:00,1811.93994,0.9635209342869634,-1,-1,-1,-1,1,1,480,3,2021,0,1
2021-08-05 08:15:00,1811.52002,0.9003834763820395,-1,-1,-1,-1,1,1,495,3,2021,1,0
2021-08-05 08:30:00,1811.77002,0.8243430128644279,-1,-1,-1,-1,1,1,510,3,2021,1,1
2021-08-05 08:45:00,1812.069946,0.7744247444824948,-1,-1,-1,-1,1,1,525,3,2021,0,1
2021-08-05 09:00:00,1811.83997,0.7325121118848371,-1,-1,-1,-1,1,1,540,3,2021,1,1
2021-08-05 09:15:00,1811.79004,0.6788384969668626,-1,-1,-1,-1,1,1,555,3,2021,1,0
2021-08-05 09:30:00,1812.5,0.6950000307046217,-1,-1,-1,-1,1,1,570,3,2021,0,1
2021-08-05 09:45:00,1811.77002,0.7303440266106804,-1,-1,-1,-1,1,1,585,3,2021,0,1
2021-08-05 10:00:00,1811.099976,0.7596261563959122,-1,-1,-1,-1,1,1,600,3,2021,0,1
2021-08-05 10:15:00,1810.88,0.7983493355431011,-1,-1,-1,-1,1,1,615,3,2021,0,1
2021-08-05 10:30:00,1809.87,0.835896090804028,-1,-1,-1,-1,1,1,630,3,2021,1,1
2021-08-05 10:45:00,1809.93005,0.8191059453634757,-1,-1,-1,-1,1,1,645,3,2021,1,1
2021-08-05 11:00:00,1810.93005,1.0152144859816707,-1,-1,-1,-1,1,1,660,3,2021,1,0
2021-08-05 11:15:00,1811.19995,1.0345232211841155,-1,-1,-1,-1,1,1,675,3,2021,1,1
2021-08-05 11:30:00,1810.70996,1.11525479169291,-1,-1,-1,-1,1,1,690,3,2021,0,1
2021-08-05 11:45:00,1810.44995,1.1305514861338344,-1,-1,-1,-1,1,1,705,3,2021,0,1
2021-08-05 12:00:00,1809.56995,1.1878179546493293,-1,-1,-1,-1,1,1,720,3,2021,1,0
2021-08-05 12:15:00,1809.89001,1.1347807606960827,-1,-1,-1,-1,1,1,735,3,2021,1,0
2021-08-05 12:30:00,1810.18994,1.1448206592699466,-1,-1,-1,-1,1,1,750,3,2021,1,0
2021-08-05 12:45:00,1810.67004,1.1388405713672851,-1,-1,-1,-1,1,1,765,3,2021,1,0
2021-08-05 13:00:00,1811.31995,1.1536618285183138,-1,-1,-1,-1,1,1,780,3,2021,0,1
2021-08-05 13:15:00,1811.51001,1.0971714513825463,-1,-1,-1,-1,1,1,795,3,2021,0,1
2021-08-05 13:30:00,1811.19995,1.0122099245315586,-1,-1,-1,-1,1,1,810,3,2021,0,1
2021-08-05 13:45:00,1811.12,0.927915267927335,-1,-1,-1,-1,1,1,825,3,2021,0,1
2021-08-05 14:00:00,1810.44995,0.9548612322037016,-1,-1,-1,-1,1,1,840,3,2021,1,0
2021-08-05 14:15:00,1811.22998,0.9848704012432097,-1,-1,-1,-1,1,1,855,3,2021,0,1
2021-08-05 14:30:00,1811.040039,0.9362196810774676,-1,-1,-1,-1,1,1,870,3,2021,0,1
2021-08-05 14:45:00,1811.10999,0.8927383902671489,-1,-1,-1,-1,1,1,885,3,2021,0,1
2021-08-05 15:00:00,1810.80005,0.8497146048981973,-1,-1,-1,-1,1,1,900,3,2021,0,1
2021-08-05 15:15:00,1810.59998,0.8124285242450878,-1,-1,-1,-1,1,1,915,3,2021,0,1
2021-08-05 15:30:00,1809.19995,0.9414421876790773,-1,-1,-1,-1,1,1,930,3,2021,1,0
2021-08-05 15:45:00,1808.68994,0.911912562655214,-1,-1,-1,-1,1,1,945,3,2021,1,0
2021-08-05 16:00:00,1810.26001,1.0289802209678438,-1,-1,-1,-1,1,1,960,3,2021,1,1
2021-08-05 16:15:00,1810.040039,1.047788191505461,-1,-1,-1,-1,1,1,975,3,2021,0,1
2021-08-05 16:30:00,1810.040039,1.1747497659713995,-1,-1,-1,-1,1,1,990,3,2021,1,0
2021-08-05 16:45:00,1809.98999,1.1621097971752201,-1,-1,-1,-1,1,1,1005,3,2021,1,0
2021-08-05 17:00:00,1810.31006,1.1738284908851908,-1,-1,-1,1,1,-1,1020,3,2021,1,0
2021-08-05 17:15:00,1811.93005,1.3519860254338276,-1,-1,-1,1,1,-1,1035,3,2021,1,0
2021-08-05 17:30:00,1812.43005,1.3717206887093187,-1,-1,-1,1,1,-1,1050,3,2021,1,0
2021-08-05 17:45:00,1813.69995,1.4901592635480716,-1,-1,-1,1,1,-1,1065,3,2021,0,1
2021-08-05 18:00:00,1811.42004,1.679475361741663,-1,-1,-1,-1,1,1,1080,3,2021,0,1
2021-08-05 18:15:00,1810.069946,1.7008906468427636,-1,-1,-1,-1,1,1,1095,3,2021,1,1
2021-08-05 18:30:00,1808.95996,1.6487633605970458,-1,-1,-1,-1,1,1,1110,3,2021,1,0
2021-08-05 18:45:00,1811.030029,1.7915909125174232,-1,-1,-1,-1,1,1,1125,3,2021,1,0
2021-08-05 19:00:00,1810.62,1.7007099908484253,-1,-1,-1,-1,1,1,1140,3,2021,1,0
2021-08-05 19:15:00,1811.12,1.623280658735321,-1,-1,-1,-1,1,1,1155,3,2021,1,1
2021-08-05 19:30:00,1811.44995,1.5388419042372525,-1,-1,-1,-1,1,1,1170,3,2021,0,1
2021-08-05 19:45:00,1810.59998,1.596325650338966,-1,-1,-1,-1,1,1,1185,3,2021,1,0
2021-08-05 20:00:00,1810.51001,1.5034848969604426,-1,-1,-1,1,1,-1,1200,3,2021,1,0
2021-08-05 20:15:00,1812.65002,1.62567757736572,-1,-1,-1,1,1,-1,1215,3,2021,1,1
2021-08-05 20:30:00,1811.43994,1.6062512337169665,-1,-1,-1,1,1,-1,1230,3,2021,1,0
2021-08-05 20:45:00,1813.51001,1.7014270692213693,-1,-1,-1,1,1,-1,1245,3,2021,1,1
2021-08-05 21:00:00,1812.45996,1.7292249266585458,-1,-1,-1,1,1,-1,1260,3,2021,1,0
2021-08-05 21:15:00,1814.050049,1.7706656031040886,-1,-1,-1,1,1,-1,1275,3,2021,0,1
2021-08-05 21:30:00,1813.56006,1.799908856023548,-1,-1,-1,1,1,-1,1290,3,2021,0,1
2021-08-05 21:45:00,1813.23999,1.731926208553739,-1,-1,-1,1,1,-1,1305,3,2021,0,1
2021-08-05 22:00:00,1811.60999,1.798333380746583,-1,-1,-1,-1,1,1,1320,3,2021,0,1
2021-08-05 22:15:00,1810.39001,1.8932235966470343,-1,-1,-1,-1,1,1,1335,3,2021,1,1
2021-08-05 22:30:00,1811.069946,2.106125783760768,-1,-1,-1,-1,1,1,1350,3,2021,1,1
2021-08-05 22:45:00,1809.31006,2.298649012592673,-1,-1,-1,-1,1,1,1365,3,2021,1,0
2021-08-05 23:00:00,1811.19995,2.342829144246998,-1,-1,-1,-1,1,1,1380,3,2021,0,1
2021-08-05 23:15:00,1810.17004,2.427782058347409,-1,-1,-1,-1,1,1,1395,3,2021,0,1
2021-08-05 23:30:00,1800.81995,3.4947351172344225,-1,-1,-1,-1,1,1,1410,3,2021,1,1
2021-08-05 23:45:00,1803.81006,3.8101024349364896,-1,-1,-1,-1,1,1,1425,3,2021,1,1
2021-08-06 00:00:00,1804.91003,3.8674207769449622,-1,-1,-1,-1,1,1,0,4,2021,0,1
2021-08-06 00:15:00,1803.56006,3.7544340066856248,-1,-1,-1,-1,1,1,15,4,2021,1,1
2021-08-06 00:30:00,1802.33997,3.69251480579419,-1,-1,-1,-1,1,1,30,4,2021,1,0
2021-08-06 00:45:00,1802.93005,3.5121746983549658,-1,-1,-1,-1,1,1,45,4,2021,1,0
2021-08-06 01:00:00,1802.80005,3.2478727385743,-1,-1,-1,-1,1,1,60,4,2021,1,0
2021-08-06 01:15:00,1803.40002,3.0881617067644043,-1,-1,-1,-1,1,1,75,4,2021,1,0
2021-08-06 01:30:00,1803.76001,2.955084145862476,-1,-1,-1,-1,1,1,90,4,2021,1,0
2021-08-06 01:45:00,1804.28003,2.7437395930807984,-1,-1,-1,-1,1,1,105,4,2021,1,0
2021-08-06 02:00:00,1805.15002,2.5712343140033513,-1,-1,-1,-1,1,1,120,4,2021,1,0
2021-08-06 02:15:00,1806.19995,2.408399072136236,-1,-1,-1,-1,1,1,135,4,2021,1,1
2021-08-06 02:30:00,1806.89001,2.3032778625180903,-1,-1,-1,-1,1,1,150,4,2021,0,1
2021-08-06 02:45:00,1807.060059,2.261506147515683,-1,-1,-1,-1,1,1,165,4,2021,0,1
2021-08-06 03:00:00,1806.79004,2.1559693278469054,-1,-1,-1,-1,1,1,180,4,2021,0,1
2021-08-06 03:15:00,1806.43005,1.9765134174673242,-1,-1,-1,-1,1,1,195,4,2021,0,1
2021-08-06 03:30:00,1804.66003,1.9822982951383485,-1,-1,-1,-1,1,1,210,4,2021,0,0
2021-08-06 03:45:00,1805.0,1.8019926557865813,-1,-1,-1,-1,1,1,225,4,2021,0,1
2021-08-06 04:00:00,1804.28003,1.7110597683483877,-1,-1,-1,-1,1,1,240,4,2021,1,0
2021-08-06 04:15:00,1804.78003,1.5949303325686073,-1,-1,-1,-1,1,1,255,4,2021,0,1
2021-08-06 04:30:00,1803.69995,1.5342756215594662,-1,-1,-1,-1,1,1,270,4,2021,1,0
2021-08-06 04:45:00,1803.79004,1.4070335386848745,-1,-1,-1,-1,1,1,285,4,2021,1,0
2021-08-06 05:00:00,1804.26001,1.3340930668602482,-1,-1,-1,-1,1,1,300,4,2021,1,0
2021-08-06 05:15:00,1804.88,1.3108845246122314,-1,-1,-1,-1,1,1,315,4,2021,0,1
2021-08-06 05:30:00,1805.69995,1.2507639213306243,-1,-1,-1,-1,1,1,330,4,2021,0,1
2021-08-06 05:45:00,1804.55005,1.2573193984865283,-1,-1,-1,-1,1,1,345,4,2021,0,1
2021-08-06 06:00:00,1804.29004,1.1910114786883201,-1,-1,-1,-1,1,1,360,4,2021,0,1
2021-08-06 06:15:00,1804.40002,1.1082032815298857,-1,-1,-1,-1,1,1,375,4,2021,0,1
2021-08-06 06:30:00,1804.43994,1.0111100439925809,-1,-1,-1,-1,1,1,390,4,2021,0,1
2021-08-06 06:45:00,1804.56995,0.9722913714602505,-1,-1,-1,-1,1,1,405,4,2021,0,1
2021-08-06 08:00:00,1804.48999,0.8959885219322224,-1,-1,-1,-1,1,1,480,4,2021,0,1
2021-08-06 08:15:00,1804.45996,0.8138593856746127,-1,-1,-1,-1,1,1,495,4,2021,0,1
2021-08-06 08:30:00,1804.39001,0.738678134251331,-1,-1,-1,-1,1,1,510,4,2021,0,1
2021-08-06 08:45:00,1804.12,0.6761890496845114,-1,-1,-1,-1,1,1,525,4,2021,0,1
2021-08-06 09:00:00,1804.02002,0.6180291763932478,-1,-1,-1,-1,1,1,540,4,2021,0,1
2021-08-06 09:15:00,1803.88,0.5569626195408156,-1,-1,-1,-1,1,1,555,4,2021,0,1
2021-08-06 09:30:00,1803.87,0.5306996036020302,-1,-1,-1,-1,1,1,570,4,2021,0,1
2021-08-06 09:45:00,1803.56995,0.5266063231217595,-1,-1,-1,-1,1,1,585,4,2021,0,1
2021-08-06 10:00:00,1801.92004,0.7043908133721816,-1,-1,-1,-1,1,1,600,4,2021,1,0
2021-08-06 10:15:00,1802.41003,0.7197987049225657,-1,-1,-1,-1,1,1,615,4,2021,0,1
2021-08-06 10:30:00,1802.12,0.718486877599545,-1,-1,-1,-1,1,1,630,4,2021,0,1
2021-08-06 10:45:00,1801.90002,0.7173659605862807,-1,-1,-1,-1,1,1,645,4,2021,1,1
2021-08-06 11:00:00,1801.16003,0.8523811658414524,-1,-1,-1,-1,1,1,660,4,2021,1,1
2021-08-06 11:15:00,1801.48999,0.9280703437292516,-1,-1,-1,-1,1,1,675,4,2021,0,1
2021-08-06 11:30:00,1801.56006,0.9856582978986781,-1,-1,-1,-1,1,1,690,4,2021,0,1
2021-08-06 11:45:00,1800.97998,0.9355691915121778,-1,-1,-1,-1,1,1,705,4,2021,0,1
2021-08-06 12:00:00,1801.18994,0.9215039659772144,-1,-1,-1,-1,1,1,720,4,2021,0,1
2021-08-06 12:15:00,1800.98999,0.9946493038469215,-1,-1,-1,-1,1,1,735,4,2021,0,1
2021-08-06 12:30:00,1800.70996,1.0126968633340112,-1,-1,-1,-1,1,1,750,4,2021,0,1
2021-08-06 12:45:00,1800.62,0.9923506148894597,-1,-1,-1,-1,1,1,765,4,2021,0,1
2021-08-06 13:00:00,1799.80005,0.9947051995708909,-1,-1,-1,-1,1,1,780,4,2021,1,0
2021-08-06 13:15:00,1800.28003,0.9767591729614491,-1,-1,-1,-1,1,1,795,4,2021,1,0
2021-08-06 13:30:00,1800.88,0.9598540832332687,-1,-1,-1,-1,1,1,810,4,2021,0,1
2021-08-06 13:45:00,1801.16003,0.9132215388021765,-1,-1,-1,-1,1,1,825,4,2021,0,1
2021-08-06 14:00:00,1800.079956,0.978113333628565,-1,-1,-1,-1,1,1,840,4,2021,0,1
2021-08-06 14:15:00,1799.83997,0.9396915558114168,-1,-1,-1,-1,1,1,855,4,2021,1,0
2021-08-06 14:30:00,1800.089966,0.9410753483699074,-1,-1,-1,-1,1,1,870,4,2021,0,1
2021-08-06 14:45:00,1800.63,0.9516013019205772,-1,-1,-1,-1,1,1,885,4,2021,0,1
2021-08-06 15:00:00,1800.030029,0.9447251283311386,-1,-1,-1,-1,1,1,900,4,2021,0,1
2021-08-06 15:15:00,1799.14001,0.9467728445536456,-1,-1,-1,-1,1,1,915,4,2021,1,0
2021-08-06 15:30:00,1799.10999,0.9938769986131354,-1,-1,-1,-1,1,1,930,4,2021,1,0
2021-08-06 15:45:00,1800.57996,1.117365932131379,-1,-1,-1,-1,1,1,945,4,2021,1,0
2021-08-06 16:00:00,1801.53003,1.2590419411805283,-1,-1,-1,-1,1,1,960,4,2021,0,1
2021-08-06 16:15:00,1800.45996,1.3351643490231282,-1,-1,-1,-1,1,1,975,4,2021,0,1
2021-08-06 16:30:00,1800.55005,1.3358037691533804,-1,-1,-1,-1,1,1,990,4,2021,0,1
2021-08-06 16:45:00,1800.20996,1.3070285999329487,-1,-1,-1,-1,1,1,1005,4,2021,0,1
2021-08-06 17:00:00,1799.81006,1.274083453275205,-1,-1,-1,-1,1,1,1020,4,2021,1,1
2021-08-06 17:15:00,1800.91003,1.5108788595051703,-1,-1,-1,-1,1,1,1035,4,2021,0,1
2021-08-06 17:30:00,1800.079956,1.4627648782378184,-1,-1,-1,-1,1,1,1050,4,2021,0,1
2021-08-06 17:45:00,1800.10999,1.4477268944727706,-1,-1,-1,-1,1,1,1065,4,2021,0,1
2021-08-06 18:00:00,1800.32996,1.4573665085430574,-1,-1,-1,-1,1,1,1080,4,2021,0,1
2021-08-06 18:15:00,1799.79004,1.4217256407373338,-1,-1,-1,-1,1,1,1095,4,2021,0,1
2021-08-06 18:30:00,1800.12,1.3708334219723701,-1,-1,-1,-1,1,1,1110,4,2021,0,1
2021-08-06 18:45:00,1799.81995,1.3160516323760387,-1,-1,-1,-1,1,1,1125,4,2021,0,1
2021-08-06 19:00:00,1799.63,1.22991674805923,-1,-1,-1,-1,1,1,1140,4,2021,0,1
2021-08-06 19:15:00,1799.19995,1.3099225149846696,-1,-1,-1,-1,1,1,1155,4,2021,0,1
2021-08-06 19:30:00,1799.22998,1.265931512986689,-1,-1,-1,-1,1,1,1170,4,2021,0,1
2021-08-06 19:45:00,1798.85999,1.2131393112551496,-1,-1,-1,-1,1,1,1185,4,2021,0,1
2021-08-06 20:00:00,1798.060059,1.2153842030878068,-1,-1,-1,-1,1,1,1200,4,2021,0,1
2021-08-06 20:15:00,1797.81006,1.217330309342775,-1,-1,-1,-1,1,1,1215,4,2021,0,1
2021-08-06 20:30:00,1797.60999,1.1710190680970887,-1,-1,-1,-1,1,1,1230,4,2021,0,1
2021-08-06 20:45:00,1795.060059,1.41488319235081,-1,-1,-1,-1,1,1,1245,4,2021,1,0
2021-08-06 21:00:00,1797.02002,1.5329053000373614,-1,-1,-1,-1,1,1,1260,4,2021,1,0
2021-08-06 21:15:00,1797.82996,1.5458525933656941,-1,-1,-1,-1,1,1,1275,4,2021,1,0
2021-08-06 21:30:00,1798.93994,1.5544029142502616,-1,-1,-1,-1,1,1,1290,4,2021,1,0
2021-08-06 21:45:00,1799.72998,1.5338025256835452,-1,-1,-1,-1,1,1,1305,4,2021,1,1
2021-08-06 22:00:00,1800.68005,1.6693020555923985,-1,-1,-1,-1,1,1,1320,4,2021,0,1
2021-08-06 22:15:00,1799.83997,2.0467284481800787,-1,-1,-1,-1,1,1,1335,4,2021,0,1
2021-08-06 22:30:00,1780.21997,4.473831321756069,-1,-1,-1,-1,1,1,1350,4,2021,0,1
2021-08-06 22:45:00,1776.60999,4.50264714552192,-1,-1,-1,-1,1,1,1365,4,2021,0,1
2021-08-06 23:00:00,1775.10999,4.642284992785666,-1,-1,-1,-1,1,1,1380,4,2021,0,1
2021-08-06 23:15:00,1772.60999,4.6593163270809015,-1,-1,-1,-1,1,1,1395,4,2021,0,1
2021-08-06 23:30:00,1769.62,4.640743483470105,-1,-1,-1,-1,1,1,1410,4,2021,0,1
2021-08-06 23:45:00,1763.70996,4.851308352340738,-1,-1,-1,-1,1,1,1425,4,2021,0,1
2021-08-09 08:00:00,1760.099976,4.836465905361978,-1,-1,-1,-1,1,1,480,0,2021,0,1
2021-08-09 08:15:00,1754.52002,5.0489437846470695,-1,-1,-1,-1,1,1,495,0,2021,0,1
2021-08-09 08:30:00,1753.85999,4.67575128002746,-1,-1,-1,-1,1,1,510,0,2021,0,1
2021-08-09 08:45:00,1697.62,11.657656442690445,-1,-1,-1,-1,1,1,525,0,2021,1,1
2021-08-09 09:00:00,1700.68994,12.844627583665035,-1,-1,-1,-1,1,1,540,0,2021,1,1
2021-08-09 09:15:00,1704.089966,13.49600923917634,-1,-1,-1,-1,1,1,555,0,2021,1,0
2021-08-09 09:30:00,1718.46997,13.816544007286167,-1,-1,-1,-1,1,1,570,0,2021,1,1
2021-08-09 09:45:00,1719.16003,13.307671472981346,-1,-1,-1,-1,1,1,585,0,2021,1,1
2021-08-09 10:00:00,1719.55005,13.690655276583826,-1,-1,-1,-1,1,1,600,0,2021,1,0
2021-08-09 10:15:00,1721.88,13.47322657303933,-1,-1,-1,-1,1,1,615,0,2021,1,0
2021-08-09 10:30:00,1720.42004,12.563467029967422,-1,-1,-1,-1,1,1,630,0,2021,1,0
2021-08-09 10:45:00,1727.77002,12.004338092638418,-1,-1,-1,-1,1,1,645,0,2021,1,0
2021-08-09 11:00:00,1734.78003,11.66642234695331,-1,-1,-1,-1,1,1,660,0,2021,0,0
2021-08-09 11:15:00,1740.69995,11.198903367359536,-1,-1,-1,-1,1,1,675,0,2021,0,0
2021-08-09 11:30:00,1740.89001,10.328388251711594,-1,-1,-1,-1,1,1,690,0,2021,0,0
2021-08-09 11:45:00,1734.76001,9.808594618150048,-1,-1,-1,-1,1,1,705,0,2021,1,0
2021-08-09 12:00:00,1735.29004,9.256771335730047,-1,-1,-1,-1,1,1,720,0,2021,1,0
2021-08-09 12:15:00,1739.59998,8.695859157632695,-1,-1,-1,-1,1,1,735,0,2021,1,0
2021-08-09 12:30:00,1740.83997,7.89507126994833,-1,-1,-1,-1,1,1,750,0,2021,1,0
2021-08-09 12:45:00,1740.18994,7.210380433955225,-1,-1,-1,-1,1,1,765,0,2021,1,0
2021-08-09 13:00:00,1739.20996,6.4263243760945326,-1,-1,-1,-1,1,1,780,0,2021,1,0
2021-08-09 13:15:00,1738.64001,5.889485125948597,-1,-1,-1,-1,1,1,795,0,2021,1,0
2021-08-09 13:30:00,1738.44995,5.637553775822117,-1,-1,-1,-1,1,1,810,0,2021,1,0
2021-08-09 13:45:00,1738.16003,5.093886605712508,-1,-1,-1,-1,1,1,825,0,2021,1,0
2021-08-09 14:00:00,1738.57996,4.60137105828418,-1,-1,-1,-1,1,1,840,0,2021,1,0
2021-08-09 14:15:00,1737.91003,4.283852250512936,-1,-1,-1,-1,1,1,855,0,2021,1,0
2021-08-09 14:30:00,1739.66003,4.132674617111217,-1,-1,-1,-1,1,1,870,0,2021,1,0
2021-08-09 14:45:00,1738.62,3.878983334829697,-1,-1,-1,-1,1,1,885,0,2021,1,0
2021-08-09 15:00:00,1739.91003,3.660450756852394,-1,-1,-1,-1,1,1,900,0,2021,1,0
2021-08-09 15:15:00,1743.56995,3.7990519892720642,-1,-1,-1,-1,1,1,915,0,2021,1,0
2021-08-09 15:30:00,1745.66003,3.8231757240357984,-1,-1,-1,-1,1,1,930,0,2021,1,1
2021-08-09 15:45:00,1742.58997,3.7854229608310406,-1,-1,-1,-1,1,1,945,0,2021,1,0
2021-08-09 16:00:00,1744.48999,3.6833528327202525,-1,-1,-1,-1,1,1,960,0,2021,1,0
2021-08-09 16:15:00,1745.59998,3.39490845502421,-1,-1,-1,-1,1,1,975,0,2021,1,0
2021-08-09 16:30:00,1747.38,3.2609073276876654,-1,-1,-1,-1,1,1,990,0,2021,0,1
2021-08-09 16:45:00,1745.59998,3.2274543506626694,-1,-1,-1,-1,1,1,1005,0,2021,1,0
2021-08-09 17:00:00,1746.93005,3.278459103907637,-1,-1,-1,-1,1,1,1020,0,2021,1,0
2021-08-09 17:15:00,1747.66003,3.193332556719962,-1,-1,-1,-1,1,1,1035,0,2021,1,0
2021-08-09 17:30:00,1751.66003,3.344897549157298,-1,-1,-1,-1,1,1,1050,0,2021,0,1
2021-08-09 17:45:00,1749.29004,3.4709152092696733,-1,-1,-1,-1,1,1,1065,0,2021,0,1
2021-08-09 18:00:00,1746.38,3.4867878480337193,-1,-1,-1,-1,1,1,1080,0,2021,0,1
2021-08-09 18:15:00,1746.12,3.3165441349625753,-1,-1,-1,-1,1,1,1095,0,2021,0,1
2021-08-09 18:30:00,1746.33997,3.2276754503008855,-1,-1,-1,-1,1,1,1110,0,2021,0,1
2021-08-09 18:45:00,1746.72998,3.0279840569274095,-1,-1,-1,-1,1,1,1125,0,2021,0,1
2021-08-09 19:00:00,1745.81995,2.8655781826704345,-1,-1,-1,-1,1,1,1140,0,2021,0,1
2021-08-09 19:15:00,1741.13,3.3501677583143765,-1,-1,-1,-1,1,1,1155,0,2021,1,0
2021-08-09 19:30:00,1743.069946,3.4714805905391204,-1,-1,-1,-1,1,1,1170,0,2021,0,1
2021-08-09 19:45:00,1743.83997,3.2872778451339073,-1,-1,-1,-1,1,1,1185,0,2021,0,1
2021-08-09 20:00:00,1743.39001,3.176970132449371,-1,-1,-1,-1,1,1,1200,0,2021,0,1
2021-08-09 20:15:00,1740.70996,3.1587114481228036,-1,-1,-1,-1,1,1,1215,0,2021,1,0
2021-08-09 20:30:00,1740.15002,2.969548588373101,-1,-1,-1,-1,1,1,1230,0,2021,1,0
2021-08-09 20:45:00,1740.32996,3.025594109923344,-1,-1,-1,-1,1,1,1245,0,2021,1,0
2021-08-09 21:00:00,1744.31006,3.291517561933586,-1,-1,-1,-1,1,1,1260,0,2021,1,0
2021-08-09 21:15:00,1746.47998,3.181993887009112,-1,-1,-1,-1,1,1,1275,0,2021,0,1
2021-08-09 21:30:00,1746.89001,3.079066702074561,-1,-1,-1,-1,1,1,1290,0,2021,0,1
2021-08-09 21:45:00,1744.14001,3.2458511417979596,-1,-1,-1,-1,1,1,1305,0,2021,1,0
2021-08-09 22:00:00,1747.37,3.5570643228915726,-1,-1,-1,-1,1,1,1320,0,2021,0,1
2021-08-09 22:15:00,1744.82996,3.8387957465060225,-1,-1,-1,-1,1,1,1335,0,2021,0,1
2021-08-09 22:30:00,1741.69995,3.9829616469718827,-1,-1,-1,-1,1,1,1350,0,2021,1,1
2021-08-09 22:45:00,1738.28003,4.025224227375634,-1,-1,-1,-1,1,1,1365,0,2021,1,0
2021-08-09 23:00:00,1741.069946,4.285858330392225,-1,-1,-1,-1,1,1,1380,0,2021,1,0
2021-08-09 23:15:00,1742.31995,4.133079086339907,-1,-1,-1,-1,1,1,1395,0,2021,1,1
2021-08-09 23:30:00,1741.13,4.338007208161249,-1,-1,-1,-1,1,1,1410,0,2021,0,1
2021-08-09 23:45:00,1738.40002,4.4209355804064,-1,-1,-1,-1,1,1,1425,0,2021,0,1
2021-08-10 00:00:00,1736.81006,4.5274735030188635,-1,-1,-1,-1,1,1,0,1,2021,1,1
2021-08-10 00:15:00,1740.44995,4.519822235949671,-1,-1,-1,-1,1,1,15,1,2021,0,1
2021-08-10 00:30:00,1736.12,4.7691818044897065,-1,-1,-1,-1,1,1,30,1,2021,0,1
2021-08-10 00:45:00,1729.80005,5.101290897224442,-1,-1,-1,-1,1,1,45,1,2021,0,1
2021-08-10 01:00:00,1728.94995,4.994442777594504,-1,-1,-1,-1,1,1,60,1,2021,0,1
2021-08-10 01:15:00,1731.27002,4.847185073915216,-1,-1,-1,-1,1,1,75,1,2021,0,1
2021-08-10 01:30:00,1729.47998,4.804897730726507,-1,-1,-1,-1,1,1,90,1,2021,0,1
2021-08-10 01:45:00,1728.45996,4.417564699962958,-1,-1,-1,-1,1,1,105,1,2021,0,1
2021-08-10 02:00:00,1726.52002,4.153882739967891,-1,-1,-1,-1,1,1,120,1,2021,1,0
2021-08-10 02:15:00,1725.66003,3.9400389079721476,-1,-1,-1,-1,1,1,135,1,2021,1,0
2021-08-10 02:30:00,1726.21997,3.7827018535758716,-1,-1,-1,-1,1,1,150,1,2021,1,0
2021-08-10 02:45:00,1726.23999,3.429008273099073,-1,-1,-1,-1,1,1,165,1,2021,1,0
2021-08-10 03:00:00,1726.34998,3.2304671700191907,-1,-1,-1,-1,1,1,180,1,2021,1,0
2021-08-10 03:15:00,1725.31006,3.074396880683281,-1,-1,-1,-1,1,1,195,1,2021,1,0
2021-08-10 03:30:00,1727.82996,3.060473296592191,-1,-1,-1,-1,1,1,210,1,2021,1,0
