date,signal_time,h4b,h1b,hdb,h4_slope,orb_range_atr,asian_range_atr,breaks_asian_lo,breaks_pdl,pre_frb_mom,ret4bar,dow,month,adr_at_frb,entry,sl,tp1,sl_dist,reward,bars_held,win,rng_bin
2022-10-20,2022-10-20 09:30:00,-1,-1,-1,-1,0.6705618659281136,9.079910955332926,0,1,1.1508628237759122,-0.4983338787412883,3,10,3.2995769879703873,1628.56006,1630.0,1628.02002,1.4399399999999787,0.54004000000009,1,1,0.5-0.7
2022-10-21,2022-10-21 10:00:00,-1,-1,-1,-1,1.2538740719930972,15.829071581435732,0,0,-1.4438526892209287,-1.390605482384322,4,10,4.982816611561472,1625.85999,1628.64001,1624.83997,2.7800200000001496,1.0200199999999313,18,1,>1.0
2022-11-01,2022-11-01 11:00:00,-1,-1,-1,-1,1.2193447144252487,9.216906186540749,0,1,-2.546372704155051,-1.282159360630684,1,11,4.622081008443801,1632.10999,1634.03003,1630.81005,1.9200399999999718,1.2999399999998786,2,0,>1.0
2022-11-02,2022-11-02 09:00:00,-1,1,-1,1,1.276467411215862,8.759041905168242,0,0,-1.048477494481631,-0.44931121469236807,2,11,5.385462685372319,1646.30005,1648.92004,1644.4998799999998,2.619989999999916,1.8001700000002074,9,0,>1.0
2022-11-03,2022-11-03 09:30:00,-1,-1,-1,-1,0.7535732761940326,10.368048887746257,1,1,-3.6969524653706336,-0.30266594227916155,3,11,10.629741933487503,1634.34998,1638.71997,1633.3400899999997,4.3699900000001435,1.0098900000002686,2,1,0.7-1.0
2022-11-04,2022-11-04 07:30:00,-1,1,1,-1,0.9419282653915897,11.258409421634289,0,0,-0.14829574074815546,-1.7503199060181331,4,11,4.018136916055307,1629.41003,1631.72998,1628.6899399999998,2.3199500000000626,0.7200900000002548,2,1,0.7-1.0
2022-11-23,2022-11-23 14:45:00,-1,-1,1,-1,1.1447902538791161,7.632397595412527,0,0,-0.3747090906752062,-3.0876170617914136,2,11,6.751240162595694,1737.23999,1739.45996,1735.6601600000001,2.2199699999998757,1.5798299999999017,1,1,>1.0
2022-11-24,2022-11-24 08:00:00,-1,1,1,1,1.0070498070766891,11.7615922557973,0,0,3.695714292024728,-0.8592489532528497,3,11,18.388616697507764,1750.46997,1753.23999,1748.38013,2.7700199999999313,2.0898400000000947,8,0,>1.0
2022-12-07,2022-12-07 07:30:00,-1,-1,1,-1,0.836326562546614,8.592753338018296,0,0,2.176846209502089,-0.1404262048787794,2,12,7.205358040496224,1771.16003,1773.28003,1770.1599100000003,2.119999999999891,1.000119999999697,10,1,0.7-1.0
2022-12-16,2022-12-16 08:00:00,-1,-1,1,-1,1.2063845675231493,6.919008677082582,0,0,-0.35958174274355825,-0.47561065153925597,4,12,5.870649171393635,1776.57996,1779.550049,1774.8898910000003,2.9700889999999163,1.6900689999997667,16,0,>1.0
2023-01-06,2023-01-06 11:00:00,-1,-1,1,-1,1.6910501723186613,16.50709242542274,0,1,-1.1957231303257114,-0.24054557390268114,4,1,11.678581626769796,1831.90002,1834.88,1829.59998,2.9799800000000687,2.300040000000081,3,0,>1.0
2023-01-19,2023-01-19 12:15:00,-1,1,1,-1,1.007278930901494,11.45189363524359,0,0,0.08474753459504611,-2.2734085098185703,3,1,10.655613490806191,1902.68005,1905.65002,1900.87,2.969970000000103,1.8100500000000466,5,0,>1.0
2023-01-27,2023-01-27 08:00:00,-1,-1,1,-1,0.7367056916803341,13.535625869753748,0,0,0.8281021997872882,-1.0622804438500488,4,1,11.932207267623886,1929.30005,1931.82996,1928.750118,2.5299099999999726,0.5499320000001262,2,1,0.7-1.0
2023-01-31,2023-01-31 14:45:00,-1,1,1,-1,1.4793809615353142,6.044101592046716,0,0,0.34142040917711397,-2.78806120185552,1,1,3.127585032134207,1921.17004,1924.13,1918.95008,2.9599600000001374,2.219959999999901,3,1,>1.0
2023-02-03,2023-02-03 21:00:00,-1,-1,1,-1,1.0800848665847502,17.06710955051473,1,1,-1.743204724986066,-0.829959072324808,4,2,20.86981178831821,1911.31995,1914.71997,1908.78003,3.4000200000000405,2.5399200000001656,8,0,>1.0
2023-02-09,2023-02-09 12:00:00,-1,-1,-1,-1,1.58291988227031,10.066970138981064,0,0,-1.3314524789866433,-1.4276102647526505,3,2,6.467715465766412,1872.82996,1876.78003,1871.9999900000003,3.9500699999998687,0.8299699999997756,3,0,>1.0
2023-02-10,2023-02-10 14:15:00,-1,-1,-1,-1,1.2136941219570458,13.645908606250563,1,1,-1.9546319190429797,-1.9637322157881585,4,2,14.08070811750637,1857.96997,1862.93005,1857.08997,4.960079999999834,0.8800000000001091,1,1,>1.0
2023-02-17,2023-02-17 07:45:00,-1,1,-1,-1,1.5813706697057826,6.39065238155664,0,0,-0.5004695432415944,-2.4517926323146195,4,2,7.966992756094145,1836.050049,1843.550049,1834.329831,7.5,1.7202179999999316,7,1,>1.0
2023-02-22,2023-02-22 19:30:00,-1,1,-1,-1,0.6742102437921994,5.643313142026123,0,0,0.4055034743842058,-2.008408792287267,2,2,4.540289943221892,1833.079956,1836.31006,1832.9499400000002,3.230103999999983,0.13001599999984137,7,1,0.5-0.7
2023-02-24,2023-02-24 08:00:00,-1,-1,-1,-1,0.7964475706654917,8.135801750849312,0,1,0.08557086885330183,-0.7898520313892935,4,2,5.285626218372096,1822.48999,1824.62,1821.7000600000001,2.1300099999998565,0.789929999999913,10,0,0.7-1.0
2023-02-28,2023-02-28 07:30:00,-1,1,-1,-1,0.9558241720860436,6.616980000934152,0,0,-1.0627844300017142,-1.0292524503019256,1,2,6.195809786405427,1816.29004,1818.62,1815.25988,2.329959999999801,1.0301600000000235,19,0,0.7-1.0
2023-03-01,2023-03-01 07:45:00,-1,1,-1,1,1.397938431102156,14.540847633069248,0,0,0.5921137889094179,-1.5383286794329438,2,3,10.247689019949634,1826.60999,1829.90002,1824.8199599999998,3.2900300000001153,1.7900300000001153,9,1,>1.0
2023-03-08,2023-03-08 07:45:00,-1,-1,1,-1,0.6802790183846263,14.459505795821297,0,1,-0.33750546680815435,0.015835894453751536,2,3,18.866087136896287,1813.98999,1815.91003,1812.8299699999998,1.9200399999999718,1.1600200000002587,9,1,0.5-0.7
2023-03-09,2023-03-09 07:45:00,-1,-1,-1,-1,1.2812845385524332,7.69415231808934,0,0,1.0752864303887888,-2.0733052200691513,3,3,9.08707445403089,1813.089966,1816.90002,1812.42004,3.8100540000000365,0.6699260000000322,16,1,>1.0
2023-03-22,2023-03-22 15:00:00,-1,-1,1,-1,0.49724080908001816,14.109281733972194,0,1,1.6079567360949885,-0.3067394178983778,2,3,12.965707627835666,1939.079956,1940.95996,1938.3200600000002,1.8800039999998717,0.7598959999997987,2,1,0.3-0.5
2023-03-23,2023-03-23 07:30:00,-1,1,1,-1,0.63581594052346,6.216402560267773,0,0,-0.4233742764505132,0.5875930304693525,3,3,10.194232374925546,1967.64001,1975.713777090322,1966.609871,8.073767090322008,1.0301389999999628,2,1,0.5-0.7
2023-03-28,2023-03-28 07:30:00,-1,-1,1,-1,0.4407989994252718,9.936667935049002,0,0,0.6676511923799854,-0.4148456255014001,1,3,5.605387152887088,1956.76001,1958.15002,1956.2899200000002,1.3900100000000748,0.47008999999980006,1,1,0.3-0.5
2023-10-03,2023-10-03 07:30:00,-1,-1,-1,-1,1.332380602180001,8.4058176069327,0,1,-0.8907787281282293,-1.4296053210988158,1,10,5.015616197682324,1827.91003,1830.23999,1826.1799299999998,2.3299600000000282,1.7301000000002205,6,1,>1.0
2023-10-04,2023-10-04 07:30:00,-1,-1,-1,-1,0.796154493374618,9.393737979000395,0,0,0.020085413868550225,-0.5887863110716829,2,10,5.254524949687623,1823.23999,1825.579956,1822.700064,2.339966000000004,0.5399259999999231,5,1,0.7-1.0
2023-10-05,2023-10-05 07:30:00,-1,-1,-1,-1,1.6054984309855316,7.278652248658603,0,0,3.8248892851831515,-1.3694086367482614,3,10,4.107248553947898,1820.84998,1823.92004,1818.660038,3.0700600000000122,2.1899419999999736,8,0,>1.0
2023-10-06,2023-10-06 17:15:00,-1,1,-1,-1,1.047716334466161,7.267539689243375,0,0,0.12382439837515313,-2.76226515399689,4,10,3.5689469758850185,1818.69995,1821.20996,1818.51002,2.5100099999999657,0.18993000000000393,6,0,>1.0
2023-10-25,2023-10-25 07:30:00,-1,1,1,1,0.6215488156215817,12.311629956773071,0,0,-0.6349298306320676,-0.1269592308316635,2,10,7.631387740603239,1971.66003,1973.71997,1971.36011,2.059940000000097,0.29991999999992913,1,1,0.5-0.7
2023-11-01,2023-11-01 11:00:00,-1,-1,1,-1,1.296842547542425,20.996732306988655,0,1,0.21738660832031492,-1.2969294905932915,2,11,14.035895312035578,1983.19995,1985.71997,1981.6401299999998,2.5200200000001587,1.5598200000001725,2,1,>1.0
2023-11-03,2023-11-03 12:15:00,-1,1,1,-1,1.254388606155898,11.344986796765856,0,0,-0.4492876866924508,-1.32912323865197,4,11,3.297607840532268,1983.79004,1986.41003,1983.2298700000001,2.619989999999916,0.560169999999971,5,0,>1.0
2023-11-07,2023-11-07 07:30:00,-1,-1,1,-1,0.7845985678059131,7.894167418309093,1,1,-0.7685780190784498,-0.9047134525317867,1,11,4.786217500273982,1978.94995,1980.91003,1978.4500699999999,1.9600800000000618,0.4998800000000756,1,1,0.7-1.0
2023-11-08,2023-11-08 16:15:00,-1,-1,1,-1,1.9763829371403048,16.595872713260704,0,0,-2.470320313498567,-2.0523187301562014,2,11,9.008938834924141,1966.17004,1969.02002,1965.3999,2.8499799999999595,0.7701400000000831,1,1,>1.0
2023-11-09,2023-11-09 19:00:00,-1,-1,-1,-1,1.591148206918152,13.766193869930376,1,1,-2.750409934864615,-1.987178484034028,3,11,11.25402774477193,1946.66003,1950.23999,1945.3200699999998,3.5799600000000282,1.3399600000002465,1,1,>1.0
2023-11-10,2023-11-10 07:30:00,-1,1,1,1,0.919426119612851,8.611965337002525,0,0,-1.9137552825137472,0.12482731119821926,4,11,9.02879032632792,1957.89001,1960.60999,1955.6900500000002,2.7199799999998504,2.199959999999919,13,0,0.7-1.0
2023-11-14,2023-11-14 14:00:00,-1,1,-1,-1,0.8982620382725901,13.911014654536086,0,0,-1.3036687510619203,-0.7949151231163477,1,11,15.61367282519428,1945.13,1946.84998,1944.0899600000002,1.7199799999998504,1.0400399999998626,4,1,0.7-1.0
2023-12-05,2023-12-05 21:00:00,-1,-1,1,-1,1.2808013465933332,17.134141429177745,0,1,2.180094211229745,-0.49731881222672075,1,12,18.271435019767416,2027.42004,2032.88,2024.8599999999997,5.459960000000137,2.560040000000299,1,1,>1.0
2023-12-06,2023-12-06 07:30:00,-1,-1,1,-1,1.0824451619187978,10.104491899105165,0,1,0.8311572951651138,0.2367811038837766,2,12,8.890485327021064,2018.67004,2021.42004,2016.44006,2.75,2.2299800000000687,11,0,>1.0
2023-12-07,2023-12-07 07:30:00,-1,1,1,-1,1.38048568907398,5.3460529012713165,0,0,-0.36713130818177403,-2.0474105666226645,3,12,5.559067541731342,2026.01001,2030.38,2024.5399199999997,4.3699900000001435,1.4700900000002548,5,1,>1.0
2023-12-08,2023-12-08 08:00:00,-1,1,1,-1,1.0279534136787842,11.620690213850542,0,0,-0.24815174333291154,-0.8861718288715142,4,12,12.5131109321303,2028.93994,2031.85999,2027.8800099999999,2.9200499999999465,1.0599300000001222,5,1,>1.0
2023-12-29,2023-12-29 12:00:00,-1,-1,1,1,0.9714713692908905,11.48920441896764,0,0,-3.6027725810996802,0.92552991133006,4,12,8.513599569647818,2067.63989,2069.46997,2066.4299300000002,1.83008000000018,1.2099599999996826,1,0,0.7-1.0
2024-01-03,2024-01-03 07:30:00,-1,-1,1,-1,1.119883967545432,8.137470189369306,0,1,-0.1569272429229445,-1.4662341443652103,2,1,4.576329241983313,2059.11011,2062.17993,2057.5402900000004,3.0698199999997087,1.5698199999997087,12,0,>1.0
2024-01-05,2024-01-05 07:45:00,-1,-1,1,-1,0.8066420772199365,8.188850313902439,0,0,0.8643097835797479,-0.8354723293192313,4,1,7.248314303633392,2043.26001,2045.33997,2042.5999700000002,2.0799600000000282,0.6600399999997535,13,0,0.7-1.0
2024-01-10,2024-01-10 07:45:00,-1,-1,-1,-1,1.3524365529575264,9.818054542146024,0,0,-0.20033791907113402,-0.24420625665551704,2,1,8.536053993592072,2028.53003,2031.69995,2026.880128,3.1699200000000474,1.6499019999998836,16,0,>1.0
2024-01-17,2024-01-17 08:00:00,-1,-1,1,-1,0.7910911768029841,10.708505982956453,0,1,2.1741870620433157,-1.2154171003001133,2,1,9.203298242611172,2027.28003,2030.35999,2026.83997,3.0799600000000282,0.4400599999999031,5,1,0.7-1.0
2024-01-24,2024-01-24 08:00:00,-1,1,-1,1,1.4233024823435512,6.771851566267904,0,0,3.3602249733416034,-0.9610767564736052,2,1,5.236929989843814,2028.13,2030.81995,2026.4400500000002,2.6899499999999534,1.6899499999999534,16,1,>1.0
2024-02-06,2024-02-06 14:15:00,-1,-1,1,-1,1.9060756571811568,10.303866974694767,0,0,-0.08142967924409795,-1.3603027030306842,1,2,8.403908859582053,2023.85999,2026.93005,2021.749882,3.0700600000000122,2.1101079999998547,7,0,>1.0
2024-02-09,2024-02-09 11:45:00,-1,1,1,1,1.0800602833522224,16.451783707620002,0,0,0.48009225080022694,-2.400079414506496,4,2,11.904375152917094,2032.12,2034.12,2031.6400000000003,2.0,0.47999999999956344,1,0,>1.0
2024-02-13,2024-02-13 11:15:00,-1,-1,-1,-1,1.3010216559537062,18.261445131481203,0,1,-2.8013475600345505,-0.24608987720396275,1,2,13.394242563526024,2018.85999,2020.51001,2017.7900300000001,1.6500200000000405,1.06995999999981,3,0,>1.0
2024-02-14,2024-02-14 12:00:00,-1,-1,-1,-1,1.4598020902605497,36.49612567197588,0,1,-1.4855898232942903,-0.1888953591545481,2,2,27.365107882017025,1991.12,1993.51001,1989.61011,2.390010000000075,1.5098899999998139,1,1,>1.0
2024-02-16,2024-02-16 10:45:00,-1,1,-1,1,1.8531175157864825,13.994948117962764,0,0,0.8186572956703373,-1.0232164580111125,4,2,12.325545671457562,2003.52002,2005.71997,2001.9599699999999,2.1999500000001717,1.5600500000000466,31,0,>1.0
2024-02-28,2024-02-28 18:00:00,-1,-1,1,-1,1.507442988525935,9.3380953128773,1,0,-2.1346952375048183,-2.933989366093022,2,2,8.685810653042633,2028.76001,2030.82996,2027.34998,2.0699500000000626,1.4100300000000061,7,1,>1.0
2024-03-01,2024-03-01 07:30:00,-1,1,1,1,0.7771971452494494,15.02250979585068,0,0,-1.3856860710647891,-0.4912487738457339,4,3,10.336569410088423,2044.10999,2046.02002,2043.3999,1.9100300000000061,0.7100900000000365,2,1,0.7-1.0
2024-03-15,2024-03-15 07:30:00,-1,-1,1,-1,0.8625299916513604,9.981847944899506,0,0,1.4468918177032677,-0.18086147721290846,4,3,4.441342388171808,2162.30005,2164.43994,2161.45996,2.1398900000003778,0.8400899999996909,6,1,0.7-1.0
2024-03-16,2024-03-16 07:30:00,-1,-1,1,-1,0.8965282260693747,7.159987285710457,0,0,-1.5487624950882637,-0.558094197026356,5,3,7.303529697143471,2156.92993,2158.8999,2155.5400400000003,1.969970000000103,1.3898899999994683,2,1,0.7-1.0
2024-03-19,2024-03-19 12:30:00,-1,1,1,1,0.7513286085580922,5.330751416808243,0,0,0.6090194801431896,-2.0168698544706003,1,3,2.823129115263976,2159.3999,2160.92993,2158.5300300000004,1.530029999999897,0.869869999999537,2,0,0.7-1.0
2024-03-20,2024-03-20 10:30:00,-1,1,1,-1,1.0885183701500274,11.04437480736813,0,0,1.1452710936242712,-0.9639458586446003,2,3,4.640506030829794,2157.44995,2159.05005,2156.6301300000005,1.6000999999996566,0.8198199999997087,2,1,>1.0
2024-10-08,2024-10-08 12:00:00,-1,-1,1,-1,0.7849557113968211,6.026090450251545,0,0,1.0170736447737014,-1.033970294264633,1,10,3.572651089570534,2641.1499,2644.26001,2640.03979,3.110110000000077,1.110110000000077,1,1,0.7-1.0
2024-10-09,2024-10-09 07:30:00,-1,-1,1,-1,0.6438886421831437,12.908930445666371,0,1,2.168666903522538,0.5588321550860245,2,10,13.936272199480664,2620.1499,2623.67993,2618.940188,3.530029999999897,1.209711999999854,7,0,0.5-0.7
2024-10-10,2024-10-10 11:00:00,-1,-1,1,-1,1.8478677289209837,11.320794535351919,0,0,2.0012170205754383,-1.5777243563538534,3,10,3.085215765777133,2606.94995,2610.01001,2604.44995,3.060059999999794,2.5,2,0,>1.0
2024-10-11,2024-10-11 09:00:00,-1,1,-1,1,0.6753117124474997,6.466007403790351,0,0,1.2090508885617892,-0.18758079661674265,4,10,4.774542680650015,2628.94995,2631.13989,2627.40015,2.1899399999997513,1.549800000000232,5,0,0.5-0.7
2024-10-15,2024-10-15 20:00:00,-1,1,1,1,0.3955913338168592,6.1149901226695835,0,0,1.2151325950539091,-1.115432075848414,1,10,5.822326867975095,2651.42993,2653.8501,2651.12988,2.4201700000003257,0.3000499999998283,1,0,0.3-0.5
2024-11-01,2024-11-01 09:15:00,-1,-1,1,-1,0.625584832733051,14.813511310160221,0,1,-0.224886928095488,-0.5553131590506952,4,11,10.564549510048364,2746.01001,2748.76001,2744.69995,2.75,1.310059999999794,14,0,0.5-0.7
2024-11-05,2024-11-05 08:15:00,-1,-1,1,-1,1.1457481964752125,8.912218165813803,0,0,0.0219170996969054,-1.1016385874344872,1,11,6.310942425421361,2736.3501,2739.02002,2734.3598600000005,2.66991999999982,1.9902399999996305,7,1,>1.0
2024-11-06,2024-11-06 11:15:00,-1,1,1,-1,0.8295764722405171,6.01427558121724,0,0,-0.32535236144109875,-2.1990810362753175,2,11,2.1682516038756594,2737.6499,2742.550049,2737.409911,4.900149000000056,0.2399889999996958,1,1,0.7-1.0
2024-11-07,2024-11-07 07:30:00,-1,-1,1,-1,1.5420417040350127,12.315791682320508,0,1,0.419202947114222,-1.7589795882915313,3,11,11.497172067899106,2660.090088,2668.32007,2657.3000499999994,8.229982000000291,2.79003800000055,14,1,>1.0
2024-11-08,2024-11-08 17:00:00,-1,1,-1,-1,5.876510975799323,9.494087470732296,0,0,-0.3940851600823612,-1.528567801312552,4,11,11.125007241723836,2690.73999,2710.73999,2675.6398900000004,20.0,15.100099999999657,48,0,>1.0
2024-11-09,2024-11-09 07:45:00,-1,-1,-1,-1,1.1015804695509464,8.38645921100688,0,0,0.739685842320115,-0.7920030648292016,5,11,10.324644253196144,2685.21997,2689.13989,2683.15991,3.91991999999982,2.0600600000002487,2,1,>1.0
2024-11-12,2024-11-12 14:45:00,-1,-1,-1,-1,1.507246044196198,18.060422847379886,0,1,0.05392672698923964,-1.12946944943125,1,11,9.63939693527872,2619.1001,2623.76001,2615.4401900000003,4.659909999999854,3.6599099999998543,6,1,>1.0
2024-11-14,2024-11-14 07:45:00,-1,-1,-1,-1,1.646287292848332,10.470883527420137,1,1,-0.43968832028986704,-1.850809462675362,3,11,11.466177492804242,2573.81006,2581.69995,2568.3200699999998,7.889890000000378,5.489990000000034,13,1,>1.0
2024-11-15,2024-11-15 16:45:00,-1,1,-1,-1,4.970236173971699,10.698030818778753,0,0,2.4892674939098027,-2.9395610514249952,4,11,7.707077065498867,2559.97998,2576.65991,2551.88013,16.679929999999786,8.09985000000006,48,0,>1.0
2024-12-03,2024-12-03 13:15:00,-1,1,-1,1,1.9510839513711042,4.906333919887413,0,0,0.15051531002271024,-0.7826385662191506,1,12,6.8399551138810475,2635.23999,2643.07007,2628.30981,7.83008000000018,6.930179999999837,15,0,>1.0
2024-12-04,2024-12-04 12:00:00,-1,-1,-1,-1,2.0043921727344247,11.75941060892603,0,0,-2.8933274211990203,-1.8242498990555296,2,12,6.15867991745405,2639.34009,2644.72998,2637.3300799999997,5.389889999999923,2.0100100000004204,4,0,>1.0
2024-12-07,2024-12-07 07:45:00,-1,-1,1,-1,1.1420805115274728,7.4772321293114565,0,0,-0.904514673273354,-1.1190624525060624,5,12,9.236028040464086,2631.97998,2636.96997,2630.51001,4.989990000000034,1.469970000000103,5,0,>1.0
2024-12-13,2024-12-13 08:00:00,-1,-1,1,-1,0.816944473719339,14.900103937938638,0,1,-0.5805378775558414,-0.6552575034310986,4,12,10.843553347057467,2680.72998,2684.09009,2679.65015,3.360110000000077,1.079830000000129,8,1,0.7-1.0
2024-12-14,2024-12-14 07:30:00,-1,-1,1,-1,1.4462599719213436,7.891356022927669,1,1,-0.5341954774126042,-1.5340191692761425,5,12,10.025267907221219,2649.57007,2654.06006,2645.97998,4.48998999999958,3.5900900000001457,13,1,>1.0
2024-12-17,2024-12-17 08:00:00,-1,-1,-1,-1,0.785766608527121,9.345327990346151,0,0,-1.2320514893981125,-0.3750821834819222,1,12,5.6411427250692965,2651.8999,2653.8501,2650.709958,1.9502000000002226,1.1899419999999736,11,0,0.7-1.0
2024-12-18,2024-12-18 07:45:00,-1,1,1,-1,0.9508265892540927,7.659879120317777,0,0,-0.9556580202699966,-0.8928494170630257,2,12,8.226092074355691,2643.56006,2647.27002,2642.8300799999997,3.7099600000001374,0.7299800000000687,5,0,0.7-1.0
2024-12-19,2024-12-19 07:30:00,-1,-1,-1,-1,1.7329556377981261,5.577413271385027,1,1,-4.220394121731226,-3.6667672245996967,3,12,15.815666673799043,2589.57007,2610.176605398939,2582.4799800000005,20.60653539893883,7.090089999999691,16,0,>1.0
2024-12-20,2024-12-20 08:00:00,-1,-1,-1,-1,0.9632393986613549,7.049978285282594,0,0,-1.1425981615743648,-0.7178012842711187,4,12,8.209459649310286,2595.32007,2600.07007,2594.30981,4.75,1.0102600000000166,1,1,0.7-1.0
2024-12-21,2024-12-21 07:30:00,-1,1,-1,1,0.9858057540027083,12.803656963252877,0,0,0.6958689767223711,-1.8681588183479,5,12,12.33503550161234,2624.63989,2628.63989,2623.38013,4.0,1.2597599999999147,1,1,0.7-1.0
2024-12-24,2024-12-24 07:30:00,-1,-1,-1,-1,0.9418831758832794,6.41804366637544,0,1,0.4710100399477848,0.10401419235627664,1,12,5.214104171967131,2610.92993,2613.23999,2609.30005,2.3100600000002487,1.6298799999999574,1,1,0.7-1.0
2024-12-31,2024-12-31 08:45:00,-1,-1,-1,-1,1.639943010219789,14.040380111118738,0,1,0.4631494072555878,-0.9690693341115044,1,12,11.902532853213007,2605.94995,2610.11011,2603.4499499999997,4.160159999999905,2.5000000000004547,10,0,>1.0
2025-01-01,2025-01-01 07:30:00,-1,1,-1,1,0.9790581162928499,10.725974688922204,0,0,-0.518517615653393,-0.20837737049018792,2,1,15.014141843030659,2622.8501,2625.48999,2620.94995,2.639889999999923,1.9001499999999396,6,0,0.7-1.0
2025-01-07,2025-01-07 11:15:00,-1,-1,1,-1,1.6403276114593983,24.897940968316238,0,0,0.00733024673799972,-1.288841914225198,1,1,12.188261417785514,2633.17993,2636.05005,2631.0700699999998,2.8701200000000426,2.109860000000026,3,0,>1.0
2025-01-28,2025-01-28 19:00:00,-1,-1,1,-1,0.9582053878226303,15.278532207535473,0,1,1.0587977894363159,-1.5043302366880185,1,1,15.300929919353985,2738.060059,2740.72998,2736.22998,2.6699210000001585,1.8300789999998415,2,1,0.7-1.0
2025-02-12,2025-02-12 20:00:00,-1,-1,1,1,1.7115129072730821,7.6661276935636655,0,0,-1.6543808538247522,0.34286032415443746,2,2,6.823261896437106,2891.41992,2901.01001,2888.53003,9.590090000000146,2.889889999999923,3,1,>1.0
2025-02-26,2025-02-26 17:00:00,-1,-1,1,-1,0.5953425061354898,13.632430918367932,0,1,0.6244711439488065,-1.5989719454569697,2,2,19.50732415244506,2910.70996,2913.92993,2908.5300300000004,3.2199699999996483,2.1799299999997857,2,1,0.5-0.7
2025-02-28,2025-02-28 14:15:00,-1,-1,1,-1,1.4792905146944444,5.995882335614452,0,1,-2.0183174829940436,-1.617080904898574,4,2,6.9203637409879155,2868.58008,2879.88989,2867.36987,11.309809999999743,1.2102100000001883,1,1,>1.0
2025-03-11,2025-03-11 10:15:00,-1,-1,1,-1,1.3624507383642857,10.420365554156026,0,1,-0.010271973819485539,-0.2448851665864261,1,3,10.106197374809987,2884.33008,2888.93994,2880.54004,4.609860000000026,3.7900400000003174,7,1,>1.0
2025-03-26,2025-03-26 12:00:00,-1,1,1,-1,1.1764808975623688,11.344827452804639,0,0,0.7070161300217077,-1.6644238984724116,2,3,6.445200475787665,3018.82007,3021.27002,3017.00976,2.449949999999717,1.8103100000002996,2,0,>1.0
2025-04-23,2025-04-23 13:00:00,-1,-1,1,1,1.3944123346867052,3.632653592939173,1,1,0.15559965966460423,-2.160441428420152,2,4,9.406786043397874,3358.4,3399.9709548116007,3351.7,41.570954811600586,6.700000000000273,3,1,>1.0
2025-04-26,2025-04-26 19:00:00,-1,1,1,-1,1.7734356898505668,21.23455891794656,0,0,3.313524578405018,-0.9333872051844642,5,4,25.406345041913593,3312.4,3317.4,3309.2999999999997,5.0,3.100000000000364,22,0,>1.0
2025-05-02,2025-05-02 07:30:00,-1,1,1,-1,1.0122724034307953,5.169819774664373,0,0,1.2135217979223456,0.878507835834569,4,5,5.629620264543225,3246.3,3257.7298161612953,3240.1,11.429816161295093,6.200000000000273,2,1,>1.0
2025-05-03,2025-05-03 07:30:00,-1,-1,-1,-1,0.5920339576087731,7.002915955715218,0,0,3.6909088442924363,2.0247561350220473,5,5,17.109666947182056,3251.3,3256.4911823055113,3248.9,5.19118230551112,2.400000000000091,2,1,0.5-0.7
2025-05-10,2025-05-10 22:30:00,-1,-1,1,-1,1.142517501476254,16.24780152099337,0,0,-2.874333503713927,-1.383047501786814,5,5,17.342543907932107,3323.3,3327.4,3323.1,4.099999999999909,0.20000000000027285,1,1,>1.0
2025-05-13,2025-05-13 07:30:00,-1,-1,1,-1,0.6282094800256925,8.275977062946561,0,0,0.04370152904522236,0.3086420488821935,1,5,3.7380198769506645,3236.5,3239.5,3234.3999999999996,3.0,2.100000000000364,1,1,0.5-0.7
2025-05-14,2025-05-14 10:30:00,-1,1,-1,-1,0.829182084129831,7.198196903311186,0,0,-0.16583641682592543,-2.388940815358024,2,5,3.143794547128785,3244.7,3249.1,3241.2000000000003,4.400000000000091,3.4999999999995453,1,1,0.7-1.0
2025-05-15,2025-05-15 07:30:00,-1,-1,-1,-1,0.7962153888354795,7.6820040293193665,0,0,0.20052832015108923,-0.7372364711438879,3,5,3.4072110934486872,3178.1,3181.8,3175.8999999999996,3.700000000000273,2.200000000000273,2,0,0.7-1.0
2025-05-16,2025-05-16 07:45:00,-1,1,-1,1,0.5785488340846942,13.779523970068215,0,0,3.179503157752123,-0.5533945369504876,4,5,5.132382718153861,3242.3,3246.8,3241.7,4.5,0.6000000000003638,1,1,0.5-0.7
2025-05-17,2025-05-17 10:30:00,-1,1,-1,-1,1.3227447670778492,13.575052690963386,0,0,5.2848267670689,-1.5688368167666569,5,5,31.315561849620273,3205.5,3210.8,3201.7,5.300000000000182,3.800000000000182,3,1,>1.0
2025-05-29,2025-05-29 07:45:00,-1,-1,1,-1,0.6439533155174739,9.253847645213177,0,1,-1.574108104598089,-0.715503683908232,3,5,5.815355996492266,3288.4,3291.8,3285.8999999999996,3.400000000000091,2.5000000000004547,1,0,0.5-0.7
2025-05-31,2025-05-31 08:30:00,-1,-1,1,-1,0.6833915311104658,6.318524198059821,0,0,-2.158378252424194,-0.911188708147374,5,5,22.543538827237256,3294.8,3298.7,3293.4000000000005,3.899999999999636,1.3999999999996362,3,1,0.5-0.7
2025-06-07,2025-06-07 08:00:00,-1,-1,1,-1,0.6866679580608647,9.201350638014985,0,1,-0.6351531468929443,-0.5395248241905997,5,6,47.505179252132585,3315.8,3320.4,3314.2999999999997,4.599999999999909,1.5000000000004547,5,0,0.5-0.7
