date,ts,bias,sw_lo,sw_hi,a_hi,a_lo,a_rng,fvg_lo,fvg_hi,fvg_size,entry,sl,tp,sl_dist,atr,mode,win,exit_ts,mfe,mfe_r,dow,year
2023-09-08,2023-09-08 09:00:00+00:00,-1,False,True,15781.73,15708.13,73.60000000000036,15622.93,15711.93,89.0,15588.93,15718.36047357011,15330.06905285978,129.43047357010983,42.86982380073282,full24h,False,2023-09-08 11:00:00+00:00,16.0,0.12361849229681701,4,2023
2024-12-03,2024-12-03 09:00:00+00:00,1,True,False,19969.68,19916.68,53.0,19950.48,19990.28,39.79999999999927,20018.28,19943.505608813237,20167.828782373523,74.77439118676193,46.49594124507691,full24h,False,2024-12-03 11:00:00+00:00,7.0,0.0936149380677175,1,2024
2025-01-08,2025-01-08 09:00:00+00:00,1,True,False,20337.08,20300.08,37.0,20312.38,20384.88,72.5,20411.88,20305.711767627858,20624.216464744288,106.1682323721434,44.45488248094841,full24h,False,2025-01-08 11:00:00+00:00,83.0,0.7817781095673368,2,2025
