datetime,open,high,low,close,volume
2021-08-05 18:00:00,1.39355,1.39361,1.39311,1.39331,128.0
2021-08-05 18:15:00,1.39331,1.39363,1.39294,1.39355,149.0
2021-08-05 18:30:00,1.39355,1.39357,1.39308,1.39308,104.0
2021-08-05 18:45:00,1.39309,1.39325,1.3928,1.39319,212.0
2021-08-05 19:00:00,1.39319,1.39321,1.3929,1.3929,182.0
2021-08-05 19:15:00,1.39289,1.39289,1.39256,1.39285,176.0
2021-08-05 19:30:00,1.39285,1.39322,1.39277,1.39311,168.0
2021-08-05 19:45:00,1.39311,1.39335,1.39293,1.3931,293.0
2021-08-05 20:00:00,1.3931,1.3931,1.39266,1.39274,152.0
2021-08-05 20:15:00,1.39274,1.39276,1.39267,1.39271,56.0
2021-08-05 20:30:00,1.3927,1.39279,1.39257,1.39258,58.0
2021-08-05 20:45:00,1.39258,1.39282,1.39255,1.39259,302.0
2021-08-05 21:00:00,1.39269,1.39269,1.39252,1.39264,26.0
2021-08-05 21:15:00,1.39264,1.3928,1.39263,1.39278,22.0
2021-08-05 21:30:00,1.39278,1.39295,1.39264,1.39278,34.0
2021-08-05 21:45:00,1.39279,1.39318,1.39259,1.39271,109.0
2021-08-05 22:00:00,1.3928,1.39312,1.39279,1.3929,107.0
2021-08-05 22:15:00,1.3929,1.39309,1.39288,1.39298,68.0
2021-08-05 22:30:00,1.39298,1.39299,1.39277,1.39285,56.0
2021-08-05 22:45:00,1.39285,1.39295,1.39284,1.39289,28.0
2021-08-05 23:00:00,1.39289,1.393,1.39289,1.39291,34.0
2021-08-05 23:15:00,1.39291,1.39293,1.3928,1.39284,62.0
2021-08-05 23:30:00,1.39288,1.393,1.39279,1.39296,76.0
2021-08-05 23:45:00,1.39296,1.39297,1.39263,1.3927,73.0
2021-08-06 00:00:00,1.3927,1.39288,1.39254,1.3926,174.0
2021-08-06 00:15:00,1.3926,1.39264,1.39229,1.39229,97.0
2021-08-06 00:30:00,1.39229,1.3923,1.39199,1.39205,60.0
2021-08-06 00:45:00,1.39205,1.3923,1.39165,1.39181,126.0
2021-08-06 01:00:00,1.3919,1.39212,1.39149,1.3917,159.0
2021-08-06 01:15:00,1.3917,1.39182,1.39161,1.39171,193.0
2021-08-06 01:30:00,1.39171,1.39171,1.39156,1.39164,147.0
2021-08-06 01:45:00,1.39164,1.39189,1.39156,1.39182,115.0
2021-08-06 02:00:00,1.39185,1.39187,1.39152,1.39167,113.0
2021-08-06 02:15:00,1.39166,1.39175,1.39149,1.39162,112.0
2021-08-06 02:30:00,1.39162,1.39178,1.3915,1.39172,129.0
2021-08-06 02:45:00,1.39172,1.39192,1.3917,1.39191,120.0
2021-08-06 03:00:00,1.39191,1.39219,1.39169,1.39219,91.0
2021-08-06 03:15:00,1.39219,1.39229,1.39209,1.39229,69.0
2021-08-06 03:30:00,1.3923,1.3923,1.39199,1.39222,98.0
2021-08-06 03:45:00,1.39222,1.39222,1.39196,1.39207,54.0
2021-08-06 04:00:00,1.39207,1.39207,1.39176,1.3918,71.0
2021-08-06 04:15:00,1.3918,1.3919,1.39177,1.39179,59.0
2021-08-06 04:30:00,1.39179,1.39202,1.39169,1.39201,79.0
2021-08-06 04:45:00,1.39199,1.39212,1.39189,1.39207,95.0
2021-08-06 05:00:00,1.39207,1.39222,1.39197,1.3922,115.0
2021-08-06 05:15:00,1.3922,1.39224,1.39191,1.39192,78.0
2021-08-06 05:30:00,1.39191,1.39198,1.39149,1.3915,100.0
2021-08-06 05:45:00,1.3915,1.39213,1.3915,1.39206,139.0
2021-08-06 06:00:00,1.39202,1.39228,1.39179,1.39193,205.0
2021-08-06 06:15:00,1.39193,1.39225,1.3918,1.39201,131.0
2021-08-06 06:30:00,1.39201,1.39224,1.39177,1.39179,152.0
2021-08-06 06:45:00,1.39179,1.39283,1.39178,1.39282,257.0
2021-08-06 07:00:00,1.39282,1.3929,1.39106,1.3914,402.0
2021-08-06 07:15:00,1.3914,1.39326,1.39101,1.39273,399.0
2021-08-06 07:30:00,1.39273,1.39278,1.39236,1.39258,336.0
2021-08-06 07:45:00,1.39258,1.39303,1.39194,1.39214,422.0
2021-08-06 08:00:00,1.39214,1.39214,1.39125,1.39202,334.0
2021-08-06 08:15:00,1.39202,1.39231,1.39128,1.39147,281.0
2021-08-06 08:30:00,1.39147,1.39274,1.39141,1.39262,341.0
2021-08-06 08:45:00,1.39262,1.39262,1.3917,1.39175,268.0
2021-08-06 09:00:00,1.39178,1.39281,1.39178,1.39255,237.0
2021-08-06 09:15:00,1.39255,1.39297,1.3919,1.39199,233.0
2021-08-06 09:30:00,1.39199,1.392,1.39151,1.39169,227.0
2021-08-06 09:45:00,1.39169,1.39169,1.39068,1.39112,349.0
2021-08-06 10:00:00,1.39112,1.39161,1.39089,1.39108,301.0
2021-08-06 10:15:00,1.39106,1.39139,1.39081,1.39139,248.0
2021-08-06 10:30:00,1.39139,1.39176,1.39096,1.3913,315.0
2021-08-06 10:45:00,1.3913,1.39146,1.39077,1.3908,187.0
2021-08-06 11:00:00,1.39079,1.3912,1.39046,1.39106,169.0
2021-08-06 11:15:00,1.39105,1.39137,1.39098,1.3912,224.0
2021-08-06 11:30:00,1.3912,1.39191,1.391,1.3919,230.0
2021-08-06 11:45:00,1.3919,1.39207,1.39136,1.39171,280.0
2021-08-06 12:00:00,1.39174,1.39196,1.39148,1.39166,245.0
2021-08-06 12:15:00,1.39166,1.39176,1.39119,1.39164,511.0
2021-08-06 12:30:00,1.39165,1.39276,1.38922,1.39082,2014.0
2021-08-06 12:45:00,1.39082,1.39164,1.39004,1.3902,1240.0
2021-08-06 13:00:00,1.3902,1.3902,1.38903,1.38965,953.0
2021-08-06 13:15:00,1.38959,1.38993,1.38899,1.38973,560.0
2021-08-06 13:30:00,1.38973,1.39068,1.38949,1.39003,725.0
2021-08-06 13:45:00,1.39003,1.39003,1.3883,1.38868,664.0
2021-08-06 14:00:00,1.3887,1.38874,1.3879,1.38803,691.0
2021-08-06 14:15:00,1.38803,1.38806,1.38698,1.3876,556.0
