date,direction,h4b,h1b,hdb,h4_slope,orb_range_atr,frb_short_day,breaks_pdl,breaks_pdh,ret4bar,dow,month,adr_at_nyorb,entry,sl,tp1,sl_dist,reward,bars_held,win,rng_bin
2022-01-10,short,-1,-1,-1,-1,2.138658001183968,0,0,0,-0.7343653489668616,0,1,2.0880474171619072,1792.069946,1795.01001,1789.85009,2.940063999999893,2.2198560000001635,10,0,>1.0
2022-01-11,long,1,1,-1,1,2.461980016632084,0,0,1,1.4932179385242499,1,1,12.450101502291318,1808.51001,1804.589966,1810.6300139999998,3.9200439999999617,2.1200039999998808,21,0,>1.0
2022-01-12,long,1,1,-1,1,1.1030659835062093,1,0,1,2.308005763946729,2,1,16.416572075209604,1820.93994,1818.31995,1820.98009,2.619989999999916,0.040150000000039654,1,1,>1.0
2022-01-13,long,1,1,1,1,1.2696264379814683,1,0,1,1.03656902531429,3,1,7.305508944973007,1825.93994,1823.89001,1826.56995,2.049929999999904,0.6300100000000839,1,1,>1.0
2022-01-14,long,1,1,1,1,2.1765375058762952,0,0,0,0.9212387908078846,4,1,8.805154771798678,1827.68005,1824.42004,1829.73988,3.2600099999999657,2.0598300000001473,13,0,>1.0
2022-01-21,long,1,1,1,1,0.913481182996545,1,0,0,1.5091320449965981,4,1,5.942321050427319,1842.31995,1840.26001,1843.06005,2.059940000000097,0.740099999999984,2,0,0.7-1.0
2022-01-24,long,1,1,1,1,1.7882984093906429,0,0,0,1.3611367874754896,0,1,2.60148467488921,1837.93005,1835.17004,1839.2699000000002,2.7600099999999657,1.3398500000002969,4,1,>1.0
2022-01-25,long,1,1,1,1,1.5138457481083656,0,0,0,1.9596102180930142,1,1,8.638953135788677,1841.88,1839.70996,1843.46998,2.170040000000199,1.5899799999999686,19,0,>1.0
2022-01-27,short,-1,-1,1,-1,1.62501016711872,0,1,0,-0.8857153192386026,3,1,13.558136338631764,1814.78003,1817.76001,1812.3798900000002,2.9799800000000687,2.4001399999997375,1,1,>1.0
2022-01-28,short,-1,-1,1,-1,0.9549588115933946,0,1,0,-0.7840232451271765,4,1,7.079582687355036,1798.040039,1799.97998,1797.5800799999997,1.9399410000000898,0.4599590000002536,2,1,0.7-1.0
2022-01-31,short,-1,-1,-1,-1,1.1478738789765246,0,0,0,-1.3722654097659095,0,1,2.5072215715145614,1787.18994,1789.29004,1786.1298799999997,2.1001000000001113,1.0600600000002487,2,1,>1.0
2022-02-02,short,-1,-1,-1,-1,1.051052313663235,0,0,0,-1.5014318084806535,2,2,9.399026672462208,1797.23999,1799.12,1796.5199000000002,1.8800099999998565,0.7200899999998001,4,1,>1.0
2022-02-04,long,1,1,-1,1,1.2799500042132284,1,0,0,1.179475898963006,4,2,13.821336063039043,1807.34998,1805.46997,1808.01001,1.8800099999998565,0.6600300000000061,11,1,>1.0
2022-02-07,long,1,1,1,1,1.1396572316607272,0,0,0,0.2524195451452086,0,2,5.850665683223966,1810.77002,1808.81006,1812.1098599999998,1.95995999999991,1.3398399999998674,9,0,>1.0
2022-02-10,long,1,1,1,1,1.3500212020309668,0,0,1,1.1227533269321344,3,2,10.738347952686956,1834.77002,1833.17004,1835.5699599999998,1.5999799999999595,0.7999399999998786,6,1,>1.0
2022-02-11,short,-1,-1,1,-1,1.0099057528370445,1,0,0,0.7714047587988923,4,2,11.731847936148757,1825.17004,1827.35999,1824.31995,2.1899499999999534,0.8500899999999092,2,1,>1.0
2022-02-16,long,1,-1,1,1,1.7371071461457306,0,0,0,0.40343292251272483,2,2,6.933293091598249,1853.02002,1850.94995,1854.55005,2.070069999999987,1.5300300000001243,4,1,>1.0
2022-02-17,long,1,1,1,1,1.0730596685469487,1,0,1,0.7341325841208188,3,2,8.959837866470288,1869.44995,1867.34998,1870.8900199999998,2.099969999999985,1.4400699999998778,1,1,>1.0
2022-02-22,long,1,1,1,1,1.0772419703366147,0,0,1,0.9259404388997285,1,2,7.13625010466407,1911.38,1908.14001,1912.2000699999999,3.2399900000000343,0.8200699999997596,1,1,>1.0
