date,ts,bias,sw_lo,sw_hi,a_hi,a_lo,a_rng,fvg_lo,fvg_hi,fvg_size,entry,sl,tp,sl_dist,atr,mode,win,exit_ts,mfe,mfe_r,dow,year
2023-02-02,2023-02-02 08:30:00+00:00,1,True,False,15306.25,15258.25,48.0,15282.55,15369.55,87.0,15423.55,15277.81777631704,15715.014447365917,145.73222368295865,31.548157886390577,full24h,False,2023-02-02 11:00:00+00:00,26.0,0.17840940968939828,3,2023
2023-03-03,2023-03-03 08:30:00+00:00,1,True,False,15400.7,15361.7,39.0,15382.0,15431.0,49.0,15465.5,15378.320107993539,15639.859784012922,87.17989200646116,24.53261337641293,full24h,False,2023-03-03 11:00:00+00:00,39.5,0.453086131341761,4,2023
2023-05-02,2023-05-02 08:00:00+00:00,-1,False,True,15995.15,15949.15,46.0,15906.15,15958.15,52.0,15896.15,15962.865731005428,15762.718537989143,66.7157310054281,31.438206702854735,full24h,False,2023-05-02 11:00:00+00:00,22.0,0.32975731013439763,1,2023
2023-07-20,2023-07-20 08:00:00+00:00,1,True,False,16124.15,16061.85,62.29999999999927,16094.85,16120.85,26.0,16164.85,16091.198814457635,16312.15237108473,73.65118554236506,24.341236949103774,full24h,False,2023-07-20 11:00:00+00:00,11.0,0.1493526535791154,3,2023
2023-07-27,2023-07-27 08:00:00+00:00,1,True,False,16195.95,16135.35,60.600000000000364,16183.25,16206.25,23.0,16286.25,16178.934497845388,16500.881004309223,107.31550215461175,28.770014364082694,full24h,False,2023-07-27 11:00:00+00:00,8.0,0.0745465458333711,3,2023
2023-08-24,2023-08-24 09:30:00+00:00,-1,False,True,15838.45,15766.65,71.80000000000109,15776.95,15798.45,21.5,15755.95,15803.081165980733,15661.687668038536,47.131165980732476,30.87443987154817,full24h,False,2023-08-24 11:00:00+00:00,7.0,0.14852168102231217,3,2023
2023-09-08,2023-09-08 08:30:00+00:00,-1,False,True,15781.73,15708.13,73.60000000000036,15669.93,15711.93,42.0,15619.93,15716.970146927804,15425.849706144392,97.04014692780402,33.60097951869798,full24h,False,2023-09-08 11:00:00+00:00,47.0,0.48433562281152653,4,2023
2023-10-09,2023-10-09 09:00:00+00:00,1,True,False,15188.53,15121.93,66.60000000000036,15143.83,15166.83,23.0,15182.83,15137.596441237114,15273.297117525772,45.23355876288588,41.55705841924342,full24h,False,2023-10-09 10:30:00+00:00,6.0,0.13264488057311552,0,2023
2024-03-21,2024-03-21 09:30:00+00:00,-1,False,True,18258.33,18198.33,60.0,18172.63,18192.63,20.0,18148.73,18196.009807787443,18054.170384425113,47.27980778744313,22.53205191628982,full24h,False,2024-03-21 11:00:00+00:00,45.0,0.9517805191236708,3,2024
2024-05-15,2024-05-15 08:30:00+00:00,1,True,False,18825.93,18780.73,45.20000000000073,18797.73,18824.93,27.200000000000728,18840.73,18794.868023802133,18932.453952395732,45.86197619786617,19.079841319118547,full24h,False,2024-05-15 11:00:00+00:00,17.0,0.37067744151833915,2,2024
2024-05-23,2024-05-23 08:30:00+00:00,-1,False,True,18743.33,18669.83,73.5,18711.13,18733.13,22.0,18705.63,18736.977687239043,18642.934625521917,31.34768723904199,25.651248260269902,full24h,False,2024-05-23 09:00:00+00:00,0.0,0.0,3,2024
2024-09-03,2024-09-03 08:30:00+00:00,-1,False,True,18974.48,18926.08,48.39999999999782,18944.23,18976.23,32.0,18923.23,18979.942006602087,18809.805986795825,56.71200660208706,24.746710680577955,full24h,False,2024-09-03 11:00:00+00:00,84.0,1.481167834341956,1,2024
2024-11-27,2024-11-27 08:30:00+00:00,-1,False,True,19348.78,19284.28,64.5,19261.58,19311.58,50.0,19259.58,19316.566995189023,19145.60600962196,56.9869951890214,33.24663459348556,full24h,False,2024-11-27 11:00:00+00:00,101.0,1.7723341907217762,2,2024
2024-12-03,2024-12-03 08:30:00+00:00,1,True,False,19969.68,19916.68,53.0,19946.48,20020.48,74.0,20032.08,19941.84145281207,20212.557094375865,90.23854718793154,30.923647919528555,full24h,False,2024-12-03 11:00:00+00:00,2.0,0.022163477386607115,1,2024
2024-12-05,2024-12-05 08:30:00+00:00,1,True,False,20253.28,20218.28,35.0,20253.08,20284.08,31.0,20305.08,20249.368443717965,20416.503112564074,55.71155628203633,24.743708546914426,full24h,False,2024-12-05 11:00:00+00:00,42.0,0.7538830864350222,3,2024
2025-01-03,2025-01-03 08:30:00+00:00,-1,False,True,20012.08,19959.08,53.0,19965.18,19990.38,25.200000000000728,19928.38,19994.812139112717,19795.51572177457,66.43213911271596,29.54759408476729,full24h,False,2025-01-03 11:00:00+00:00,8.0,0.12042363992564403,4,2025
2025-01-08,2025-01-08 08:30:00+00:00,1,True,False,20337.08,20300.08,37.0,20312.38,20376.88,64.5,20390.88,20307.826834267835,20556.986331464333,83.05316573216624,30.354438214446816,full24h,False,2025-01-08 11:00:00+00:00,104.0,1.2522099438735919,2,2025
2025-02-18,2025-02-18 08:30:00+00:00,-1,False,True,22889.18,22827.18,62.0,22819.43,22850.43,31.0,22784.43,22854.865605271683,22643.558789456634,70.43560527168302,29.57070181120978,full24h,False,2025-02-18 11:00:00+00:00,57.0,0.8092498073969915,1,2025
2025-09-10,2025-09-10 09:00:00+00:00,-1,True,True,23864.22,23801.67,62.55000000000291,23753.72,23817.42,63.69999999999709,23711.72,23823.875646354525,23487.408707290953,112.15564635452392,43.037642363503544,full24h,False,2025-09-10 11:00:00+00:00,21.0,0.1872397929357833,2,2025
2025-09-12,2025-09-12 08:00:00+00:00,-1,False,True,23779.82,23708.77,71.04999999999927,23706.32,23734.02,27.700000000000728,23656.72,23739.70202793054,23490.755944138924,82.9820279305386,37.88018620358861,full24h,False,2025-09-12 11:00:00+00:00,53.0,0.6386925135688956,4,2025
2026-02-27,2026-02-27 09:00:00+00:00,1,True,True,25310.63,25250.13,60.5,25338.48,25369.38,30.900000000001455,25379.38,25332.669947375667,25472.80010524867,46.71005262433391,38.73368416222138,full24h,False,2026-02-27 10:00:00+00:00,17.0,0.3639473527619992,4,2026
