datetime,open,high,low,close,volume
2021-08-06 06:30:00,1.24979,1.25003,1.24966,1.24993,428.0
2021-08-06 06:45:00,1.24993,1.25003,1.24957,1.2497,428.0
2021-08-06 07:00:00,1.24969,1.25051,1.24939,1.25037,739.0
2021-08-06 07:15:00,1.25039,1.25058,1.24945,1.2501,760.0
2021-08-06 07:30:00,1.2501,1.25034,1.24992,1.25018,554.0
2021-08-06 07:45:00,1.25021,1.25038,1.24981,1.25035,456.0
2021-08-06 08:00:00,1.25033,1.25079,1.25032,1.25044,514.0
2021-08-06 08:15:00,1.25047,1.25087,1.25015,1.25087,593.0
2021-08-06 08:30:00,1.25088,1.25115,1.25055,1.25066,589.0
2021-08-06 08:45:00,1.25066,1.25114,1.25066,1.25103,436.0
2021-08-06 09:00:00,1.25102,1.25102,1.25055,1.25084,375.0
2021-08-06 09:15:00,1.25081,1.25137,1.25074,1.25127,386.0
2021-08-06 09:30:00,1.25126,1.25144,1.25095,1.25101,289.0
2021-08-06 09:45:00,1.251,1.2514,1.251,1.25135,432.0
2021-08-06 10:00:00,1.25134,1.25138,1.25085,1.25093,372.0
2021-08-06 10:15:00,1.25091,1.25111,1.25056,1.25066,501.0
2021-08-06 10:30:00,1.25063,1.25146,1.25041,1.25117,472.0
2021-08-06 10:45:00,1.25116,1.2513,1.25103,1.25126,369.0
2021-08-06 11:00:00,1.25127,1.2513,1.25063,1.25089,371.0
2021-08-06 11:15:00,1.25089,1.25089,1.2501,1.25055,479.0
2021-08-06 11:30:00,1.25056,1.25091,1.25055,1.25073,327.0
2021-08-06 11:45:00,1.25072,1.25095,1.25034,1.25062,525.0
2021-08-06 12:00:00,1.25055,1.25096,1.25026,1.25041,523.0
2021-08-06 12:15:00,1.2504,1.2511,1.25024,1.25086,667.0
2021-08-06 12:30:00,1.2508,1.25345,1.25078,1.25278,2535.0
2021-08-06 12:45:00,1.25279,1.25409,1.252,1.25256,1834.0
2021-08-06 13:00:00,1.25254,1.25317,1.25225,1.25245,1434.0
2021-08-06 13:15:00,1.25246,1.25317,1.2523,1.25282,1112.0
2021-08-06 13:30:00,1.25282,1.25339,1.25159,1.25319,1656.0
2021-08-06 13:45:00,1.25318,1.2552,1.25318,1.25448,1616.0
2021-08-06 14:00:00,1.25448,1.25542,1.2538,1.25406,1407.0
2021-08-06 14:15:00,1.25402,1.25543,1.25384,1.25514,1243.0
2021-08-06 14:30:00,1.25513,1.25665,1.25504,1.25655,926.0
2021-08-06 14:45:00,1.2565,1.2581,1.25617,1.25747,1357.0
2021-08-06 15:00:00,1.25747,1.25749,1.25648,1.25716,1077.0
2021-08-06 15:15:00,1.25711,1.2578,1.25669,1.25679,745.0
2021-08-06 15:30:00,1.25681,1.25733,1.25672,1.25716,822.0
2021-08-06 15:45:00,1.25716,1.25719,1.25635,1.25643,723.0
2021-08-06 16:00:00,1.25637,1.25645,1.25563,1.25631,635.0
2021-08-06 16:15:00,1.25632,1.25675,1.2562,1.25623,502.0
2021-08-06 16:30:00,1.25622,1.25639,1.25597,1.25613,400.0
