date,ts,bias,sw_q,orb_hi,orb_lo,orb_rng,fvg_lo,fvg_hi,fvg_size,entry,sl,tp,sl_dist,atr,session_bar,win,exit_ts,mfe,mfe_r,dow,year
2026-06-04,2026-06-04 09:45:00+00:00,1,bk,24949.720703125,24830.630859375,119.08984375,24885.0390625,24926.900390625,41.861328125,24963.2890625,24878.122147848775,25133.62289180245,85.16691465122494,46.11276434150526,7,False,2026-06-04 10:30:00+00:00,0.0,0.0,3,2026
2026-06-05,2026-06-05 09:15:00+00:00,1,bk,24946.669921875,24818.009765625,128.66015625,24941.400390625,24962.16015625,20.759765625,24964.880859375,24934.545654331658,25025.551269461685,30.335205043342285,45.698241955609355,5,False,2026-06-05 12:30:00+00:00,54.01953125,1.7807537866587044,4,2026
2026-06-10,2026-06-10 08:30:00+00:00,-1,bk,24517.48046875,24420.130859375,97.349609375,24380.55078125,24405.58984375,25.0390625,24335.220703125,24414.153310065125,24177.35548924475,78.93260694012497,57.08977543415694,2,True,2026-06-10 11:00:00+00:00,157.86521388024994,2.0,2,2026
2026-06-11,2026-06-11 13:45:00+00:00,1,bk,24244.189453125,24155.900390625,88.2890625,24202.41015625,24223.630859375,21.220703125,24298.990234375,24193.927757218178,24509.115188688644,105.06247715682184,56.549326878812494,23,False,2026-06-11 15:00:00+00:00,28.69921875,0.27316335504979594,3,2026
2026-06-12,2026-06-12 08:45:00+00:00,-1,bk,24735.26953125,24492.880859375,242.388671875,24632.58984375,24685.3203125,52.73046875,24622.2890625,24697.650509171028,24471.566169157944,75.3614466710278,82.20131114019307,3,False,2026-06-12 09:30:00+00:00,0.37890625,0.005027852658588465,4,2026
2026-06-15,2026-06-15 14:00:00+00:00,-1,bk,25085.80078125,25023.23046875,62.5703125,24934.9609375,24962.880859375,27.919921875,24907.98046875,24968.912356086872,24786.116694076256,60.93188733687202,40.20997807914099,24,False,2026-06-15 14:30:00+00:00,14.25,0.23386769428651563,0,2026
2026-06-18,2026-06-18 08:30:00+00:00,-1,bk,25059.369140625,24956.30078125,103.068359375,24919.4609375,24970.130859375,50.669921875,24885.9296875,24977.42114597065,24702.9467705587,91.49145847064938,48.60191063767297,2,False,2026-06-18 09:45:00+00:00,45.66015625,0.49906468880532556,3,2026
2026-06-19,2026-06-19 10:30:00+00:00,-1,bk,25160.640625,25055.279296875,105.361328125,25067.91015625,25095.369140625,27.458984375,25046.439453125,25101.65441435921,24936.009530656578,55.21496123421093,41.901824894729714,10,False,32,94.900390625,1.71874413209223,4,2026
2026-06-30,2026-06-30 09:45:00+00:00,1,bk,24874.630859375,24794.83984375,79.791015625,24881.609375,24908.73046875,27.12109375,24908.73046875,24874.300842562676,24977.58972112465,34.429626187324175,48.72354958215614,7,True,2026-06-30 10:15:00+00:00,68.85925237464835,2.0,1,2026
2026-07-02,2026-07-02 10:30:00+00:00,1,bk,25140.859375,24994.640625,146.21875,25183.330078125,25212.970703125,29.640625,25253.740234375,25177.262623695635,25406.69545573373,76.47761067936517,40.44969619577112,10,True,2026-07-02 12:30:00+00:00,152.95522135873034,2.0,3,2026
2026-07-03,2026-07-03 08:45:00+00:00,-1,bk,25809.7890625,25681.009765625,128.779296875,25683.3203125,25709.73046875,26.41015625,25629.25,25718.31651139153,25451.116977216938,89.0665113915311,57.24028427688343,3,False,2026-07-03 12:00:00+00:00,17.560546875,0.19716217241073786,4,2026
2026-07-07,2026-07-07 14:00:00+00:00,-1,bk,25811.970703125,25752.4609375,59.509765625,25556.08984375,25612.33984375,56.25,25497.349609375,25618.21502150171,25255.61878512158,120.86541212671,39.167851678078776,24,False,32,14.2890625,0.11822292456190836,1,2026
2026-07-08,2026-07-08 08:30:00+00:00,-1,bk,25280.16015625,25154.240234375,125.919921875,24982.080078125,25159.23046875,177.150390625,24913.69921875,25169.298674043835,24402.50030816233,255.5994552938355,67.12136862557905,2,False,32,83.529296875,0.3267976325652778,2,2026
2026-07-09,2026-07-09 08:30:00+00:00,-1,bk,25103.779296875,24995.2890625,108.490234375,24970.810546875,25004.880859375,34.0703125,24941.41015625,25014.489932981658,24795.250602786684,73.07977673165806,64.06049071106058,2,False,2026-07-09 12:30:00+00:00,74.08984375,1.0138214299976698,3,2026
2026-07-13,2026-07-13 13:00:00+00:00,1,bk,25067.4609375,24963.80078125,103.66015625,25078.30078125,25105.5703125,27.26953125,25110.5390625,25073.014593295444,25185.588000909112,37.524469204556226,35.24125303037166,20,False,2026-07-13 13:45:00+00:00,7.341796875,0.19565358366504376,0,2026
2026-07-15,2026-07-15 08:30:00+00:00,1,bk,24970.05078125,24839.23046875,130.8203125,24947.169921875,24979.359375,32.189453125,24998.0390625,24937.443194724307,25119.230798051387,60.59586777569348,64.84484767129794,2,False,2026-07-15 11:00:00+00:00,36.8203125,0.6076373497331042,2,2026
2026-07-17,2026-07-17 08:30:00+00:00,-1,bk,24839.73046875,24718.25,121.48046875,24746.509765625,24778.75,32.240234375,24728.75,24786.837576665224,24612.57484666955,58.08757666522433,53.91717776815331,2,False,2026-07-17 10:30:00+00:00,77.41015625,1.332645648072691,4,2026
2026-07-20,2026-07-20 11:45:00+00:00,1,bk,24906.55078125,24751.130859375,155.419921875,24883.80078125,24907.19921875,23.3984375,24942.1796875,24876.900018681423,25072.739025137154,65.27966881857719,46.00508379052628,15,False,2026-07-20 12:00:00+00:00,0.0,0.0,0,2026
2026-07-22,2026-07-22 09:15:00+00:00,1,bk,25080.310546875,24984.26953125,96.041015625,25173.599609375,25197.630859375,24.03125,25200.189453125,25166.439964687437,25267.688430000126,33.74948843756283,47.73096458374175,5,False,2026-07-22 09:30:00+00:00,0.0,0.0,2,2026
2026-07-24,2026-07-24 08:30:00+00:00,1,bk,24946.9609375,24821.669921875,125.291015625,24899.759765625,24936.490234375,36.73046875,24944.609375,24890.90362571638,25052.020873567242,53.70574928362112,59.040932724131615,2,False,32,106.880859375,1.9901195086313772,4,2026
2026-07-27,2026-07-27 08:45:00+00:00,1,bk,25472.390625,25384.759765625,87.630859375,25448.150390625,25480.099609375,31.94921875,25498.869140625,25438.79871567105,25619.009990532897,60.07042495394853,62.344499692988855,3,False,2026-07-27 14:15:00+00:00,61.53125,1.0243185402329245,0,2026
2026-07-30,2026-07-30 09:15:00+00:00,1,bk,25494.599609375,25303.109375,191.490234375,25447.330078125,25489.48046875,42.150390625,25495.98046875,25439.097305826876,25609.74679459625,56.88316292312447,54.885148654158314,5,False,2026-07-30 09:45:00+00:00,12.41015625,0.2181692369457703,3,2026
