date,ts,bias,sw_q,orb_hi,orb_lo,orb_rng,fvg_lo,fvg_hi,fvg_size,entry,sl,tp,sl_dist,atr,session_bar,win,exit_ts,mfe,mfe_r,dow,year
2025-05-12,2025-05-12 11:00:00+00:00,-1,bk,23911.98046875,23687.66015625,224.3203125,23664.939453125,23713.759765625,48.8203125,23622.640625,23729.55140422809,23408.819066543823,106.91077922808836,105.27759068724474,3,True,2025-05-12 14:00:00+00:00,213.82155845617672,2.0,0,2025
2025-05-16,2025-05-16 13:00:00+00:00,-1,bk,23885.369140625,23764.44921875,120.919921875,23726.580078125,23810.19921875,83.619140625,23721.810546875,23821.92780874159,23521.576023141817,100.11726186659143,78.19059994395357,5,False,8,37.130859375,0.3708737003263007,4,2025
2025-05-23,2025-05-23 12:00:00+00:00,-1,bk,24133.869140625,24022.060546875,111.80859375,23528.080078125,24030.80078125,502.720703125,23487.119140625,24048.954447542368,22363.448526790264,561.8353069173681,121.02444194913262,4,False,8,112.51953125,0.2002713782217834,4,2025
2025-06-17,2025-06-17 12:00:00+00:00,1,bk,23495.060546875,23315.0703125,179.990234375,23438.390625,23491.140625,52.75,23510.259765625,23424.277727990546,23682.22384089391,85.98203763445417,94.08598006301689,4,False,8,11.580078125,0.13468020116284968,1,2025
2025-06-20,2025-06-20 12:00:00+00:00,1,bk,23306.73046875,23187.48046875,119.25,23303.599609375,23377.869140625,74.26953125,23391.23046875,23288.577116622564,23596.537173004872,102.65335212743594,100.14995168289703,4,False,8,24.69921875,0.24060800975440036,4,2025
2025-07-08,2025-07-08 14:00:00+00:00,1,bk,24138.2109375,24063.419921875,74.791015625,24128.419921875,24178.099609375,49.6796875,24216.91015625,24118.34973173118,24414.031005287638,98.56042451881876,67.1346009587971,6,False,8,10.0703125,0.10217399680616444,1,2025
2025-07-18,2025-07-18 11:00:00+00:00,-1,bk,24494.880859375,24432.41015625,62.470703125,24369.01953125,24446.0703125,77.05078125,24341.560546875,24456.75618273,24111.169275164997,115.19563585500146,71.23913486666434,3,False,8,90.201171875,0.7830259471681515,4,2025
2025-07-24,2025-07-24 10:00:00+00:00,-1,bk,24514.9296875,24437.150390625,77.779296875,24404.83984375,24453.810546875,48.970703125,24337.009765625,24467.745582573363,24075.538131728274,130.7358169483632,92.9002379890971,2,False,8,101.5703125,0.77691266915873,3,2025
2025-07-28,2025-07-28 14:00:00+00:00,-1,bk,24444.470703125,24302.970703125,141.5,24023.619140625,24137.099609375,113.48046875,23955.55078125,24150.946506915167,23564.759329919667,195.39572566516654,92.31265026778482,6,False,8,12.541015625,0.06418265078372543,0,2025
2025-08-12,2025-08-12 10:00:00+00:00,-1,bk,24156.25,24057.130859375,99.119140625,23990.19921875,24049.7890625,59.58984375,23972.9609375,24060.579172428603,23797.724467642794,87.61823492860276,71.93406619069499,2,False,2025-08-12 12:00:00+00:00,29.541015625,0.3371560229337193,1,2025
2025-09-02,2025-09-02 11:00:00+00:00,-1,bk,23990.810546875,23770.109375,220.701171875,23704.23046875,23745.80078125,41.5703125,23671.900390625,23756.4163555853,23502.868460704398,84.51596496030106,70.77049556866163,3,True,2025-09-02 15:00:00+00:00,169.03192992060212,2.0,1,2025
2025-09-10,2025-09-10 14:00:00+00:00,-1,bk,23883.580078125,23811.060546875,72.51953125,23671.189453125,23715.869140625,44.6796875,23617.33984375,23728.24147717751,23395.536576894978,110.90163342751111,82.48224368341758,6,False,8,14.69921875,0.13254285167592128,2,2025
2025-09-16,2025-09-16 14:00:00+00:00,-1,bk,23717.669921875,23618.80078125,98.869140625,23481.76953125,23527.240234375,45.470703125,23388.349609375,23538.498557941683,23088.051712241635,150.14894856668252,75.05549044454433,6,False,8,71.048828125,0.4731889820290454,1,2025
2025-09-19,2025-09-19 10:00:00+00:00,-1,bk,23754.55078125,23667.140625,87.41015625,23643.76953125,23703.5703125,59.80078125,23628.720703125,23715.2871690763,23455.587771222403,86.5664659512986,78.11237717531469,2,False,8,29.4609375,0.34032736783518946,4,2025
2025-10-01,2025-10-01 10:00:00+00:00,1,bk,23820.58984375,23753.080078125,67.509765625,23888.509765625,23964.849609375,76.33984375,23999.8203125,23878.074955481152,24243.311026537696,121.74535701884815,69.5654009589878,2,False,8,162.41015625,1.3340151955434019,2,2025
2025-10-03,2025-10-03 12:00:00+00:00,-1,bk,24524.109375,24451.470703125,72.638671875,24382.779296875,24429.779296875,47.0,24368.51953125,24439.352075729355,24226.85444229129,70.83254447935542,63.81852569569363,4,False,8,25.30859375,0.3573017733024732,4,2025
2025-10-17,2025-10-17 12:00:00+00:00,1,bk,23833.109375,23684.369140625,148.740234375,23791.75,23870.169921875,78.419921875,23882.869140625,23776.12987823364,24096.347665407717,106.73926239135835,104.13414510904506,4,False,8,104.4609375,0.9786552310713476,4,2025
2025-10-20,2025-10-20 14:00:00+00:00,1,bk,24124.099609375,24026.58984375,97.509765625,24157.740234375,24220.099609375,62.359375,24253.1796875,24143.65593697405,24472.2271885519,109.52375052595016,93.89531600633316,6,False,8,43.2109375,0.3945348592656326,0,2025
2025-10-29,2025-10-29 14:00:00+00:00,-1,bk,24322.900390625,24239.439453125,83.4609375,24217.380859375,24258.560546875,41.1796875,24127.830078125,24267.9484982812,23847.5932378126,140.11842015619914,62.58634270799511,5,False,8,20.0,0.14273640808756405,2,2025
2025-11-05,2025-11-05 15:00:00+00:00,1,bk,23869.359375,23745.51953125,123.83984375,23917.849609375,23980.51953125,62.669921875,24055.05078125,23904.51573566331,24356.12087242338,150.5350455866901,88.89249141126048,6,False,8,1.349609375,0.008965416456613667,2,2025
2025-11-13,2025-11-13 15:00:00+00:00,-1,bk,24416.330078125,24362.669921875,53.66015625,24178.73046875,24218.740234375,40.009765625,24084.560546875,24230.23066201722,23793.22031659056,145.6701151422203,76.60285094813949,6,False,8,44.041015625,0.30233391098786444,3,2025
2025-11-14,2025-11-14 12:00:00+00:00,-1,bk,23992.119140625,23819.55078125,172.568359375,23686.380859375,23774.4296875,88.048828125,23653.009765625,23787.81624677535,23383.3968033243,134.80648115035,89.24372850233124,3,False,2025-11-14 14:00:00+00:00,43.94921875,0.32601710522347455,4,2025
2025-11-25,2025-11-25 13:00:00+00:00,1,bk,23293.220703125,23166.400390625,126.8203125,23266.580078125,23343.83984375,77.259765625,23433.390625,23250.240623835973,23799.690627328055,183.15000116402734,108.9296952601775,4,False,8,53.83984375,0.2939658389725128,1,2025
2026-01-09,2026-01-09 12:00:00+00:00,1,bk,25155.779296875,25107.919921875,47.859375,25175.939453125,25221.650390625,45.7109375,25233.310546875,25167.228661726116,25365.474317172768,66.08188514888388,58.071942659231645,3,False,2026-01-09 15:00:00+00:00,47.869140625,0.724391268759204,4,2026
2026-01-21,2026-01-21 12:00:00+00:00,-1,bk,24656.73046875,24594.509765625,62.220703125,24464.619140625,24522.369140625,57.75,24427.4609375,24535.102395086873,24212.178022326254,107.641457586873,84.8883630791526,3,False,2026-01-21 14:00:00+00:00,77.921875,0.7239020796156764,2,2026
2026-01-28,2026-01-28 13:00:00+00:00,-1,bk,24926.029296875,24795.5,130.529296875,24780.240234375,24829.05078125,48.810546875,24764.5390625,24839.55517675553,24614.50683398894,75.01611425552983,70.02930337020524,4,False,2026-01-28 15:00:00+00:00,13.51953125,0.18022169482076852,2,2026
2026-01-29,2026-01-29 15:00:00+00:00,-1,bk,24758.73046875,24588.619140625,170.111328125,24470.58984375,24534.779296875,64.189453125,24299.76953125,24549.776912492158,23799.754768765684,250.00738124215786,99.9841041143832,6,False,8,33.439453125,0.13375386342137816,3,2026
2026-02-02,2026-02-02 12:00:00+00:00,1,bk,24558.869140625,24384.2109375,174.658203125,24626.76953125,24690.720703125,63.951171875,24730.380859375,24612.71872079656,24965.705136531877,117.66213857843832,93.6720696895933,3,False,8,121.318359375,1.0310738937838047,0,2026
2026-02-03,2026-02-03 11:00:00+00:00,-1,bk,25098.7109375,24956.19921875,142.51171875,24885.439453125,24930.169921875,44.73046875,24883.349609375,24945.76302505754,24758.522778009923,62.41341568253847,103.95402121692781,2,True,2026-02-03 14:00:00+00:00,124.82683136507694,2.0,1,2026
2026-02-05,2026-02-05 13:00:00+00:00,-1,bk,24663.810546875,24503.220703125,160.58984375,24452.619140625,24528.400390625,75.78125,24320.259765625,24544.877461426746,23871.02437402151,224.61769580174587,109.84713867830041,4,False,8,47.640625,0.21209649057235902,3,2026
2026-03-03,2026-03-03 11:00:00+00:00,-1,bk,24239.51953125,23869.130859375,370.388671875,23758.91015625,23807.9296875,49.01953125,23739.140625,23833.66362892195,23550.0946171561,94.52300392194957,171.5596094796638,2,False,2026-03-03 12:00:00+00:00,0.0,0.0,1,2026
2026-03-04,2026-03-04 11:00:00+00:00,1,bk,23945.33984375,23817.150390625,128.189453125,24026.650390625,24136.509765625,109.859375,24141.55078125,24002.69532043021,24419.261702889577,138.85546081978828,159.7004679652441,2,False,8,100.939453125,0.7269390237089987,2,2026
2026-03-06,2026-03-06 12:00:00+00:00,-1,bk,24028.439453125,23912.609375,115.830078125,23649.98046875,23775.2109375,125.23046875,23605.91015625,23799.14654330367,23219.437382142663,193.2363870536683,159.57070535777865,3,False,8,263.029296875,1.3611789212450336,4,2026
2026-03-13,2026-03-13 11:00:00+00:00,1,bk,23421.169921875,23293.51953125,127.650390625,23456.2109375,23530.58984375,74.37890625,23606.83984375,23433.03325261438,23954.45302602124,173.8065911356207,154.51789923747228,2,False,2026-03-13 15:00:00+00:00,155.279296875,0.8934028097578652,4,2026
2026-03-17,2026-03-17 13:00:00+00:00,1,bk,23552.66015625,23464.83984375,87.8203125,23638.91015625,23680.330078125,41.419921875,23758.720703125,23621.645110292535,24032.87188878993,137.0755928324652,115.10030638310157,4,False,8,61.859375,0.4512792811744757,1,2026
2026-03-20,2026-03-20 14:00:00+00:00,-1,bk,23176.169921875,23050.060546875,126.109375,22694.80078125,22850.529296875,155.728515625,22444.130859375,22876.684658527956,21579.023261069087,432.55379915295634,174.36907768637408,5,False,8,58.55078125,0.135360691235764,4,2026
2026-03-23,2026-03-23 12:00:00+00:00,1,bk,22002.349609375,21889.720703125,112.62890625,21968.5390625,22578.23046875,609.69140625,22892.779296875,21928.66349326968,24821.01090408564,964.1158036053203,265.8371282021252,3,False,8,196.041015625,0.20333762281657738,0,2026
2026-03-24,2026-03-24 13:00:00+00:00,-1,bk,22730.830078125,22473.919921875,256.91015625,22453.189453125,22507.0390625,53.849609375,22440.240234375,22540.76602770173,22239.188647721538,100.52579332673122,224.84643467821897,4,False,2026-03-24 14:00:00+00:00,0.0,0.0,1,2026
2026-04-17,2026-04-17 13:00:00+00:00,1,bk,24245.9609375,24146.580078125,99.380859375,24314.859375,24580.19921875,265.33984375,24657.76953125,24299.50613917557,25374.29631539886,358.26339207443016,102.35490549619163,5,False,8,134.69140625,0.37595637519676445,4,2026
2026-04-30,2026-04-30 10:00:00+00:00,1,bk,23902.2890625,23715.7109375,186.578125,23932.7109375,23989.599609375,56.888671875,24060.55078125,23916.980106435225,24347.69213087955,143.57067481477497,104.87220709850061,2,False,8,224.099609375,1.5609009964194842,3,2026
2026-05-07,2026-05-07 14:00:00+00:00,-1,bk,25021.01953125,24923.439453125,97.580078125,24812.8203125,24861.990234375,49.169921875,24761.23046875,24878.866567282646,24525.958271684707,117.63609853264643,112.50888605096975,6,False,8,110.240234375,0.9371292974699095,3,2026
2026-05-18,2026-05-18 12:00:00+00:00,1,bk,23898.310546875,23797.330078125,100.98046875,24023.099609375,24127.609375,104.509765625,24369.73046875,24003.74794087499,25101.69552450002,365.9825278750104,129.01112333340816,4,False,8,61.25,0.16735771610637645,0,2026
2026-05-28,2026-05-28 11:00:00+00:00,-1,bk,25164.529296875,25082.91015625,81.619140625,25069.169921875,25113.220703125,44.05078125,25033.26953125,25126.270718011852,24847.267157726295,93.0011867618523,87.00009924568604,3,False,2026-05-28 14:00:00+00:00,60.01953125,0.6453630683626838,3,2026
2026-06-17,2026-06-17 10:00:00+00:00,1,bk,24875.880859375,24797.75,78.130859375,24838.05078125,24887.439453125,49.388671875,24943.109375,24824.7608789694,25179.806367061203,118.34849603060138,88.59934853735191,2,False,8,13.37109375,0.11298068161797878,2,2026
2026-07-02,2026-07-02 11:00:00+00:00,1,bk,25140.859375,24994.640625,146.21875,25199.26953125,25266.58984375,67.3203125,25305.349609375,25186.34600109414,25543.356825936717,119.00360828085832,86.15686770571027,3,True,2026-07-02 13:00:00+00:00,238.00721656171663,2.0,3,2026
2026-07-07,2026-07-07 14:00:00+00:00,-1,bk,25811.970703125,25752.4609375,59.509765625,25556.08984375,25636.490234375,80.400390625,25518.2890625,25647.922854379376,25259.021478741248,129.63379187937608,76.21746669583078,6,False,8,42.798828125,0.330151787620501,1,2026
2026-07-31,2026-07-31 12:00:00+00:00,-1,bk,25891.509765625,25699.509765625,192.0,25716.51953125,25771.130859375,54.611328125,25639.900390625,25786.516442304932,25346.668287265136,146.61605167993184,102.57055286622257,4,False,8,90.37109375,0.6163792621239275,4,2026
2026-08-11,2026-08-11 12:00:00+00:00,1,bk,26387.6796875,26258.400390625,129.279296875,26318.419921875,26362.169921875,43.75,26402.279296875,26309.04153094884,26588.754828727317,93.23776592615832,62.52260617438771,4,False,8,102.259765625,1.096763362026358,1,2026
