date,ts,bias,sw_q,a_hi,a_lo,a_rng,fvg_lo,fvg_hi,fvg_size,entry,sl,tp,sl_dist,atr,win,bars_held,exit_ts,mfe,mfe_r,dow,year
2021-02-26 00:00:00+00:00,2021-02-26 14:30:00+00:00,1,clean_lo,47800.0,45502.69,2297.3099999999977,46443.92,46799.95,356.02999999999884,47356.81,46349.84529121957,49370.73941756085,1006.964708780426,627.1647252028338,False,,2021-02-26 15:00:00+00:00,43.19000000000233,0.04289127476206332,4,2021
2021-03-08 00:00:00+00:00,2021-03-08 13:30:00+00:00,1,clean_lo,51847.38,50100.0,1747.3799999999974,50477.52,50637.71,160.19000000000233,50874.24,50427.38753282395,51767.94493435209,446.85246717604605,334.21644784031804,False,,2021-03-08 14:30:00+00:00,155.38999999999942,0.3477434084274185,0,2021
2021-03-11 00:00:00+00:00,2021-03-11 11:00:00+00:00,1,clean_lo,56499.98,55005.0,1494.9800000000032,55234.2,55462.39,228.19000000000233,55582.43,55172.926519378154,56401.43696124369,409.5034806218464,408.4898708122739,True,,2021-03-11 12:00:00+00:00,819.0069612436928,2.0,3,2021
2021-03-18 00:00:00+00:00,2021-03-18 15:30:00+00:00,1,clean_lo,59561.54,58606.1,955.4400000000023,58096.97,58360.23,263.26000000000204,58991.77,58042.609622982396,60890.0907540352,949.1603770176007,362.4025134507025,False,,2021-03-18 18:45:00+00:00,1138.2000000000044,1.1991651016621592,3,2021
2021-04-09 00:00:00+00:00,2021-04-09 10:15:00+00:00,1,clean_lo,58419.45,57806.03,613.4199999999983,57935.94,58332.58,396.6399999999994,58570.94,57905.43823736576,59901.94352526849,665.5017626342451,203.34508422829555,False,,2021-04-09 16:00:00+00:00,323.9599999999991,0.48679059649319845,4,2021
2021-04-20 00:00:00+00:00,2021-04-20 10:30:00+00:00,1,clean_lo,55792.15,53501.01,2291.1399999999994,55246.63,55597.98,351.3500000000058,56014.64,55168.40095610278,57707.11808779444,846.2390438972216,521.5269593148,False,,2021-04-20 15:15:00+00:00,441.2900000000009,0.5214720393515628,1,2021
2021-05-06 00:00:00+00:00,2021-05-06 10:15:00+00:00,1,clean_lo,57570.0,56441.19,1128.8099999999977,57325.0,57968.57,643.5699999999997,58275.21,57272.4668784771,60280.6962430458,1002.7431215229008,350.22081015266826,False,,2021-05-06 13:00:00+00:00,73.77999999999884,0.07357816614882044,3,2021
2021-06-05 00:00:00+00:00,2021-06-05 09:45:00+00:00,-1,clean_hi,37846.6,36613.22,1233.3799999999974,37353.46,37642.47,289.01000000000204,36325.8,37685.15989173088,33607.08021653825,1359.3598917308773,284.59927820587336,False,,2021-06-05 20:00:00+00:00,1075.800000000003,0.7914018991910843,5,2021
2021-06-10 00:00:00+00:00,2021-06-10 09:45:00+00:00,1,clean_lo,37666.11,36500.0,1166.1100000000006,36444.33,37064.87,620.5400000000009,37427.94,36395.6864368687,39492.4471262626,1032.2535631313003,324.29042087531184,False,,2021-06-10 17:15:00+00:00,1063.0599999999977,1.0298438658571905,3,2021
2021-06-15 00:00:00+00:00,2021-06-15 12:15:00+00:00,1,clean_lo,40900.0,39856.6,1043.4000000000015,39865.0,40027.79,162.79000000000087,40067.46,39829.75244300653,40542.875113986935,237.70755699346773,234.98371328980443,False,,2021-06-15 15:00:00+00:00,382.5400000000009,1.6092883408435903,1,2021
2021-06-17 00:00:00+00:00,2021-06-17 12:15:00+00:00,-1,clean_hi,39294.73,38213.23,1081.5,38909.18,39143.15,233.97000000000116,38757.01,39172.02353106103,37926.98293787795,415.0135310610276,192.49020707351553,True,,2021-06-17 17:15:00+00:00,830.0270621220552,2.0,3,2021
2021-07-13 00:00:00+00:00,2021-07-13 12:45:00+00:00,-1,clean_hi,33229.0,32742.01,486.9900000000016,32588.0,32822.74,234.73999999999796,32352.61,32847.87603523284,31362.077929534324,495.2660352328385,167.57356821893063,False,,2021-07-13 15:45:00+00:00,66.90000000000146,0.13507891767411404,1,2021
2021-07-16 00:00:00+00:00,2021-07-16 13:00:00+00:00,1,clean_lo,32049.45,31548.15,501.2999999999993,31438.95,31709.44,270.48999999999796,31787.3,31407.605163819462,32546.689672361073,379.6948361805371,208.96557453692702,False,,2021-07-16 20:00:00+00:00,461.880000000001,1.2164505702689792,4,2021
